# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
803322.298, 301.098743, 58.834972
97723.671, 301.197155, 58.921798
60574.862, 300.991455, 58.737909
32404.312, 300.955926, 58.705467
3519.676, 301.089261, 58.827769
28723.146, 301.234839, 58.961059
40487.854, 301.036962, 58.785827
8634.100, 301.348838, 59.063716
5792.196, 301.027397, 58.776180
19304.267, 301.142953, 58.884050
2509.698, 301.213346, 58.944295
11527.568, 300.998773, 58.755618
8518.733, 301.115335, 58.859240
28751.918, 301.055057, 58.808109
10789.403, 301.117059, 58.866232
42611.399, 301.152326, 58.902818
60091.342, 301.056300, 58.817481
25810.586, 301.177671, 58.926934
47253.635, 300.974376, 58.749091
25999.235, 301.100487, 58.863650
10351.156, 301.085902, 58.849223
23716.974, 301.038387, 58.808241
71226.587, 301.293755, 59.039185
42836.740, 300.958217, 58.737559
7545.447, 301.047720, 58.817289
2705.191, 301.006257, 58.779691
18722.959, 301.008435, 58.785732
9498.732, 301.062958, 58.835982
41549.547, 301.181918, 58.948102
5808.840, 301.067388, 58.844402
3162.226, 300.935326, 58.724776
8441.052, 301.003345, 58.787903
7163.927, 300.945123, 58.736961
6271.963, 300.992113, 58.778610
22544.861, 301.012058, 58.798236
16200.164, 301.111805, 58.888814
36340.325, 301.135329, 58.911909
37923.053, 300.980780, 58.774850
3228.100, 301.022703, 58.808453
103821.781, 301.202261, 58.976398
56413.988, 300.928729, 58.730606
69095.588, 301.167231, 58.949585
31888.980, 301.209707, 58.986836
38007.855, 301.253237, 59.025600
11391.437, 301.296504, 59.062934
17922.838, 301.056177, 58.849562
11191.490, 301.135205, 58.921434
15996.642, 300.981524, 58.785962
64822.287, 301.170938, 58.959024
7073.777, 300.946096, 58.753201
6319.907, 300.920652, 58.730907
19267.295, 301.065295, 58.865163
23602.213, 301.011916, 58.818473
64908.926, 301.153038, 58.947927
178908.779, 300.901753, 58.725258
20131.962, 300.940552, 58.759401
14003.781, 301.108325, 58.910513
8480.570, 301.010563, 58.822099
33393.360, 301.129143, 58.931480
12254.329, 301.259246, 59.046934
17925.616, 301.088526, 58.895129
10803.130, 301.246547, 59.036432
4040.049, 301.024036, 58.836418
5387.547, 300.971118, 58.788955
6367.101, 301.293622, 59.082924
2232.922, 300.957861, 58.782562
19163.875, 300.972184, 58.796809
3653.534, 300.918734, 58.747937
2288.762, 301.264419, 59.058620
6229.750, 301.012736, 58.835056
40919.460, 300.888690, 58.726380
34724.660, 300.985584, 58.813829
52709.904, 301.110003, 58.926920
35279.521, 301.045582, 58.872646
119196.217, 301.068525, 58.896642
16336.183, 301.285202, 59.086760
