# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
843631.912, 301.098690, 58.834886
81768.832, 301.198616, 58.922424
59491.274, 300.991566, 58.737879
11041.711, 300.953497, 58.702687
19889.434, 300.956858, 58.707327
9865.242, 301.191930, 58.917891
28871.385, 300.945548, 58.701292
23727.433, 301.235027, 58.961281
4639.860, 301.027055, 58.772436
28630.092, 301.037940, 58.784922
6454.769, 301.329539, 59.046203
8974.395, 301.349592, 59.064172
5915.630, 301.009335, 58.759982
15984.838, 301.115677, 58.859576
3413.331, 301.166244, 58.903253
14886.614, 301.141701, 58.883989
3312.092, 300.998238, 58.753758
29860.078, 301.055287, 58.807686
25733.806, 301.030895, 58.789338
14472.328, 300.989790, 58.750668
18996.904, 301.116703, 58.866194
2954.118, 301.132210, 58.878326
2528.913, 300.971955, 58.735890
55913.972, 301.056157, 58.817520
19289.648, 301.075882, 58.835943
26473.844, 301.178092, 58.927189
2505.341, 300.942113, 58.713404
7254.995, 300.993425, 58.762986
46822.122, 300.974230, 58.749022
6373.046, 301.033915, 58.799467
24007.012, 301.035608, 58.805345
38297.500, 301.100208, 58.864056
5122.245, 301.271593, 59.014770
68968.442, 301.294130, 59.039325
40314.613, 300.958511, 58.737631
7732.102, 301.085350, 58.849300
12538.053, 300.983715, 58.759124
2987.792, 300.996619, 58.769970
4589.338, 301.071263, 58.839165
17409.156, 301.009456, 58.785823
6736.902, 301.014264, 58.789699
2094.150, 301.202595, 58.958045
19900.344, 301.062441, 58.835668
3755.818, 301.196317, 58.953019
3006.350, 300.976336, 58.757457
19236.490, 300.994836, 58.776679
2503.353, 300.937206, 58.722751
44298.626, 301.181672, 58.947981
6375.208, 300.937293, 58.725353
9511.326, 301.283573, 59.038542
13788.820, 300.976103, 58.765265
20759.261, 301.011449, 58.797869
17037.771, 301.112211, 58.888536
3375.529, 300.948165, 58.739300
28401.982, 300.981561, 58.773275
31090.545, 301.134678, 58.911566
99789.791, 301.202439, 58.976444
2185.400, 301.061952, 58.844389
60912.878, 300.929849, 58.730886
3828.151, 300.996488, 58.789003
76650.305, 301.293693, 59.060004
60012.309, 301.167090, 58.949580
28870.187, 301.209108, 58.986673
35889.355, 301.253245, 59.025519
25214.081, 301.055754, 58.849607
20340.056, 301.135351, 58.921182
10523.085, 300.977840, 58.778890
4229.725, 300.906941, 58.714508
4285.725, 300.934949, 58.740396
19376.640, 300.983384, 58.786362
71287.979, 301.170799, 58.959188
25274.084, 300.943932, 58.752902
29184.787, 301.065846, 58.864930
16071.737, 301.118847, 58.912066
2598.826, 301.049816, 58.848555
6556.130, 301.307865, 59.081021
138014.167, 300.901523, 58.724380
2529.689, 300.919337, 58.733473
19212.004, 301.011323, 58.820323
52590.239, 301.152715, 58.947816
2505.151, 300.969983, 58.783770
21572.203, 301.108533, 58.910824
37938.258, 301.126329, 58.928405
15583.904, 300.941092, 58.759583
26340.744, 301.088420, 58.894866
7224.625, 301.265106, 59.050766
2166.904, 301.013845, 58.825873
13546.977, 301.246686, 59.036542
11414.544, 300.904202, 58.729790
7262.976, 300.935415, 58.756663
6354.446, 301.284502, 59.071382
8431.761, 300.974152, 58.795587
12328.855, 301.294280, 59.083009
10629.701, 301.264821, 59.057698
8761.247, 300.958117, 58.782383
3449.730, 301.204027, 59.003989
2993.569, 301.001689, 58.822715
115790.377, 300.882694, 58.725264
5895.726, 300.985400, 58.811257
8505.487, 301.012124, 58.835560
56027.466, 301.109799, 58.926768
117776.693, 301.068533, 58.896788
