# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
133884.555, 301.094112, 58.836567
36340.386, 300.943395, 58.700703
44092.881, 301.035026, 58.786944
18022.857, 301.234289, 58.961543
18881.047, 301.115889, 58.859300
11954.619, 301.165248, 58.903609
11409.551, 301.141633, 58.884121
20316.316, 301.054888, 58.808008
4450.211, 301.110032, 58.855533
29934.453, 300.910169, 58.678378
11160.702, 301.076468, 58.826624
12633.888, 301.172370, 58.913986
8521.204, 301.151543, 58.896344
8153.508, 301.117342, 58.865994
5646.199, 301.130485, 58.878140
4059.619, 300.957255, 58.723216
2853.265, 300.983026, 58.745867
47671.318, 301.056002, 58.817429
2814.802, 301.085990, 58.840882
3268.834, 301.304577, 59.035254
3194.612, 300.981197, 58.747660
7630.227, 301.071596, 58.830488
26496.935, 301.177293, 58.926640
2763.962, 301.045655, 58.807607
5250.980, 301.294263, 59.030026
48861.217, 300.974000, 58.748998
5223.944, 300.993302, 58.762650
40077.729, 300.958764, 58.737487
17467.996, 301.085802, 58.849251
8587.050, 301.272142, 59.014396
23369.922, 301.099813, 58.864080
63520.177, 301.293896, 59.039159
35146.310, 301.008065, 58.785867
4087.699, 301.061755, 58.830765
23124.130, 300.979038, 58.758480
1988.675, 301.202793, 58.957649
8375.201, 300.912911, 58.700240
26426.567, 301.060557, 58.835424
2427.733, 301.151984, 58.916501
4442.185, 300.935769, 58.724903
41885.538, 301.181432, 58.948047
19767.017, 301.283694, 59.037956
22505.645, 301.001280, 58.789599
6811.133, 300.899583, 58.693778
23045.000, 301.112244, 58.888344
19900.146, 301.011539, 58.797835
3645.406, 301.170624, 58.938370
4087.757, 301.206635, 58.970711
3646.691, 300.977810, 58.767879
27543.215, 301.134850, 58.911572
22713.499, 300.970820, 58.764508
20600.796, 300.980629, 58.773255
94269.309, 301.202393, 58.976512
46577.591, 300.929058, 58.730974
6030.339, 300.876911, 58.683300
41848.142, 301.210669, 58.986991
3184.962, 300.922620, 58.724831
56402.981, 301.167136, 58.949596
41452.863, 301.253300, 59.025399
17153.697, 301.056740, 58.849817
19805.697, 301.136055, 58.921424
5997.237, 301.004676, 58.802476
5290.222, 301.269454, 59.039457
76738.624, 301.255904, 59.032030
2000.050, 300.969653, 58.772016
13348.606, 300.944955, 58.751814
