# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
41171.205, 301.217153, 58.894150
61794.536, 301.360489, 59.023486
5555.340, 301.317299, 58.981858
10640.681, 301.024396, 58.720251
2108.489, 301.173571, 58.853861
3860.303, 301.185852, 58.865303
3339.753, 301.068341, 58.760364
6734.059, 301.025594, 58.724537
38261.880, 301.048958, 58.748806
13863.039, 301.206282, 58.887895
13507.664, 301.126073, 58.816289
2915.632, 301.372250, 59.035792
18013.294, 301.260682, 58.940607
8786.408, 301.085249, 58.784283
42119.555, 301.087690, 58.788995
20793.817, 300.963151, 58.677034
3793.412, 301.075126, 58.776617
25002.301, 301.101152, 58.803131
22853.212, 300.985642, 58.698156
23468.719, 301.007616, 58.717701
10968.185, 301.216898, 58.907054
28161.226, 301.251778, 58.940732
40534.710, 301.090956, 58.798935
4183.099, 300.979432, 58.693934
2516.391, 301.025725, 58.735721
38478.549, 301.076266, 58.787424
1092704.137, 301.101546, 58.833141
23896.639, 301.241665, 58.932989
2081.892, 300.986197, 58.702171
23479.321, 301.359541, 59.039869
2566.445, 301.133111, 58.835121
3382.874, 301.126838, 58.830933
18883.558, 301.350132, 59.032017
64835.010, 300.970459, 58.695854
10272.292, 300.992033, 58.712097
2069.410, 301.060892, 58.772595
23756.472, 301.328357, 59.016014
13448.326, 301.160188, 58.864539
11179.170, 301.015249, 58.734246
7121.692, 301.033417, 58.751054
18438.488, 301.276226, 58.971656
12272.740, 301.204909, 58.907383
477181.501, 301.206793, 58.921319
2941.526, 301.145202, 58.855086
5446.656, 301.122790, 58.836054
7176.606, 301.279361, 58.979289
24481.866, 301.292653, 58.993362
12513.289, 300.969159, 58.703739
25847.768, 301.094620, 58.817919
26588.507, 301.264372, 58.969087
3779.343, 301.037393, 58.764521
66056.069, 301.242262, 58.953829
4995.278, 300.952758, 58.691171
7079.014, 301.066682, 58.794977
5023.974, 301.012902, 58.747371
17995.563, 301.095011, 58.824306
23273.012, 300.940583, 58.684657
2931.406, 301.043522, 58.776704
13372.512, 301.003820, 58.743767
2096.998, 301.035430, 58.770988
127714.397, 300.991548, 58.737122
9186.487, 301.069423, 58.803314
54365.606, 300.957100, 58.705236
6246.235, 300.980375, 58.725040
3755.366, 301.018948, 58.760848
2142.531, 301.241591, 58.960236
7022.533, 301.082077, 58.818875
2471.706, 301.140235, 58.870967
2090.961, 301.294732, 59.009252
78759.825, 301.312712, 59.029406
4532.820, 301.135596, 58.869525
81312.479, 300.944161, 58.700105
38186.689, 301.038524, 58.784857
29843.155, 301.234533, 58.961089
12792.395, 300.932965, 58.688301
5795.685, 301.011837, 58.759569
32922.149, 301.116670, 58.857955
5823.246, 301.032762, 58.778983
7587.428, 301.112465, 58.855380
20691.629, 300.995999, 58.751896
4185.300, 301.124474, 58.866704
20616.224, 301.141568, 58.883777
27746.452, 301.055115, 58.807486
17168.872, 301.033218, 58.788578
6465.648, 301.327105, 59.050248
7597.522, 301.152494, 58.896562
13826.071, 301.116965, 58.865960
3383.322, 301.132254, 58.878005
13708.932, 300.988246, 58.750832
