# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
4910.466, 347.277119, 16.917095
29465.198, 347.477022, 17.180927
111278.907, 347.392468, 17.079507
8671.923, 347.262294, 16.908476
8135.920, 347.247609, 16.891896
33444.175, 347.278498, 16.933169
3424.960, 347.270047, 16.921108
4343.237, 347.251491, 16.900108
2442.654, 347.323858, 16.997103
5791.767, 347.247782, 16.903755
4342.797, 347.287724, 16.955770
6297.650, 347.313928, 16.989524
3888.386, 347.252042, 16.910672
7225.813, 347.341229, 17.025772
12485.678, 347.257241, 16.920664
3339.041, 347.325592, 17.006647
18826.962, 347.301832, 16.979306
155425.208, 347.261361, 16.932795
22130.536, 347.252187, 16.918473
2438.872, 347.271025, 16.940844
4963.084, 347.458745, 17.182923
5794.619, 347.243769, 16.908125
2963.236, 347.237424, 16.902365
4326.995, 347.244776, 16.915102
2431.609, 347.236203, 16.904484
19277.190, 347.483541, 17.223133
4823.490, 347.265254, 16.944386
11018.874, 347.247653, 16.923282
42648.620, 347.417383, 17.141849
3828.590, 347.275032, 16.958078
6704.205, 347.232750, 16.905627
107787.418, 347.233512, 16.912480
75339.484, 347.258167, 16.948201
30640.466, 347.300906, 17.003244
8226.244, 347.235409, 16.919939
23381.775, 347.272432, 16.973093
14353.552, 347.244253, 16.936308
76729.880, 347.332757, 17.052611
9653.912, 347.232628, 16.926323
3407.523, 347.260113, 16.966718
7247.104, 347.231897, 16.934063
6240.142, 347.228150, 16.929404
3842.099, 347.216534, 16.915972
101262.300, 347.243419, 16.954861
6244.134, 347.236663, 16.943674
4793.463, 347.257368, 16.969466
3312.985, 347.260357, 16.974696
4369.396, 347.269989, 16.988688
9179.854, 347.221771, 16.930717
4299.810, 347.230422, 16.941583
5806.662, 347.259969, 16.982622
8198.629, 347.208205, 16.921437
11982.457, 347.276978, 17.011122
16774.153, 347.213563, 16.932806
3357.431, 347.348700, 17.105747
4357.533, 347.211338, 16.934509
2915.654, 347.205105, 16.926711
11996.865, 347.241841, 16.974904
12023.681, 347.207688, 16.933115
2934.222, 347.226311, 16.955485
22118.682, 347.340860, 17.105187
3382.641, 347.217750, 16.946462
5765.462, 347.221193, 16.952398
5856.954, 347.215090, 16.946933
4842.032, 347.199861, 16.930088
3428.727, 347.271268, 17.022358
4365.129, 347.450375, 17.253635
4434.558, 347.265519, 17.017878
9161.398, 347.199171, 16.937118
3886.945, 347.356339, 17.137863
11017.117, 347.192955, 16.931869
2428.569, 347.248695, 17.003353
6799.533, 347.199819, 16.941884
23954.257, 347.236580, 16.990924
3438.337, 347.202296, 16.947710
47940.166, 347.189889, 16.937693
47039.253, 347.205437, 16.959265
2409.574, 347.231824, 16.993683
66338.724, 347.340038, 17.137790
12063.526, 347.381081, 17.188696
20612.013, 347.215192, 16.978798
2901.279, 347.299797, 17.084990
2353.038, 347.243018, 17.013193
6780.638, 347.186250, 16.943266
13422.780, 347.189934, 16.948628
3378.623, 347.203329, 16.965563
3877.841, 347.268455, 17.049279
101129.705, 347.180415, 16.942377
2898.468, 347.191975, 16.952489
5795.112, 347.236843, 17.011426
5325.569, 347.220368, 16.990892
21614.803, 347.192631, 16.958903
6313.612, 347.202262, 16.969076
70820.777, 347.328472, 17.136132
10085.094, 347.218216, 16.992632
200747.257, 347.340437, 17.155845
7279.829, 347.204817, 16.977114
3930.958, 347.252261, 17.041745
3398.499, 347.185869, 16.957786
6704.939, 347.181692, 16.953106
5804.123, 347.190221, 16.964706
7601.095, 347.186520, 16.960826
11669.586, 347.216852, 16.999331
3373.185, 347.242684, 17.034347
9152.883, 347.172538, 16.945773
8167.898, 347.287348, 17.094143
2923.184, 347.209340, 16.999214
2863.713, 347.169678, 16.948692
7284.043, 347.221055, 17.016083
2948.273, 347.213550, 17.007270
9132.393, 347.183424, 16.969847
6718.019, 347.176656, 16.962208
6836.032, 347.179107, 16.965461
7090.451, 347.201529, 16.994811
87687.227, 347.295355, 17.119040
14883.197, 347.194716, 16.987085
3838.539, 347.250132, 17.057654
50957.053, 347.374020, 17.221345
6255.773, 347.165822, 16.952065
2919.465, 347.196191, 16.990088
8662.767, 347.175217, 16.968176
69940.296, 347.352299, 17.199151
14358.717, 347.359000, 17.204838
77530.781, 347.202745, 17.010180
8669.924, 347.183812, 16.982205
5263.303, 347.279550, 17.105188
20742.353, 347.178092, 16.975644
2421.446, 347.197598, 16.999617
5349.985, 347.218893, 17.027762
5845.354, 347.288641, 17.119107
32576.177, 347.191479, 17.001486
9697.195, 347.180314, 16.987407
4356.564, 347.196369, 17.009230
4342.756, 347.229613, 17.051588
8098.225, 347.184754, 16.995170
2834.691, 347.219572, 17.039971
8191.686, 347.209266, 17.029950
12520.988, 347.154922, 16.962951
31635.880, 347.194229, 17.016151
3370.413, 347.188106, 17.004267
22030.088, 347.196582, 17.019201
6319.699, 347.295775, 17.143894
2416.644, 347.152050, 16.960038
4375.091, 347.237329, 17.069783
7255.336, 347.269994, 17.111738
4361.596, 347.364008, 17.233289
2960.413, 347.189870, 17.010663
2875.617, 347.216678, 17.044626
3377.975, 347.235372, 17.068748
23659.070, 347.176998, 16.996907
33996.775, 347.166933, 16.987776
8210.686, 347.149648, 16.964123
2906.815, 347.172592, 16.992648
3407.196, 347.225084, 17.062211
11549.214, 347.154639, 16.973487
7248.018, 347.172339, 16.996049
7169.764, 347.212367, 17.047204
33841.725, 347.177495, 17.007498
57495.036, 347.182486, 17.014199
3364.505, 347.149413, 16.969260
16836.763, 347.167506, 16.995370
12451.038, 347.154003, 16.978243
10084.148, 347.161235, 16.989245
54573.723, 347.243279, 17.096283
508068.054, 347.271371, 17.138870
11981.086, 347.154583, 16.981885
2877.890, 347.186219, 17.021300
15781.361, 347.206973, 17.050906
4811.397, 347.220915, 17.070743
3381.389, 347.211203, 17.058627
2965.193, 347.199080, 17.044796
4814.431, 347.221161, 17.075797
3399.533, 347.150357, 16.985023
6709.038, 347.221963, 17.080112
11091.689, 347.166182, 17.012153
261018.435, 347.196578, 17.062896
13455.583, 347.142338, 16.984891
4247.422, 347.205583, 17.065118
2376.719, 347.211067, 17.072254
41691.572, 347.233037, 17.103721
182494.724, 347.205435, 17.076491
13903.510, 347.134499, 16.977854
2887.990, 347.138210, 16.982602
4322.807, 347.158420, 17.013575
2356.624, 347.269479, 17.155421
3377.106, 347.270878, 17.159576
17261.384, 347.141026, 16.994873
31492.357, 347.145976, 17.002477
46979.367, 347.128574, 16.981990
12433.428, 347.178064, 17.043419
4419.899, 347.158955, 17.018602
9155.013, 347.188207, 17.057077
3928.052, 347.306462, 17.210165
3837.801, 347.134565, 16.990462
6684.786, 347.168660, 17.035578
3850.525, 347.196987, 17.072875
2924.567, 347.161341, 17.028726
5340.008, 347.145764, 17.009640
9601.146, 347.174510, 17.047140
18236.486, 347.293777, 17.200517
27764.248, 347.121672, 16.982762
17348.745, 347.133474, 16.995032
24200.096, 347.164121, 17.035303
9649.812, 347.129774, 16.991559
3890.756, 347.174912, 17.050336
18660.360, 347.211616, 17.099189
6754.878, 347.150881, 17.020108
230846.650, 347.182906, 17.072378
78387.408, 347.120795, 16.988307
10069.582, 347.133234, 17.002173
4296.487, 347.136019, 17.005694
2416.868, 347.158877, 17.034751
11078.734, 347.200899, 17.092923
32042.014, 347.124189, 16.996715
3373.320, 347.136441, 17.009965
18821.949, 347.149680, 17.033107
13440.040, 347.167609, 17.056467
20575.012, 347.127638, 17.005193
3847.715, 347.133800, 17.012053
5754.987, 347.163315, 17.052556
4343.995, 347.314852, 17.248580
3885.760, 347.145615, 17.032208
