# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
2268.168, 347.361007, 17.024217
12172.390, 347.254623, 16.890509
4541.400, 347.302671, 16.952051
12978.559, 347.352798, 17.017215
5803.063, 347.293590, 16.942571
27870.179, 347.477231, 17.181618
11623.840, 347.264782, 16.910581
6222.181, 347.293500, 16.946630
10883.039, 347.299271, 16.954511
2222.412, 347.355538, 17.025952
3134.098, 347.357001, 17.028426
92219.701, 347.392086, 17.079745
3567.270, 347.290294, 16.950930
7625.411, 347.243621, 16.894814
4948.342, 347.261347, 16.916681
5365.459, 347.282880, 16.954724
4901.337, 347.301591, 16.978646
140606.923, 347.261180, 16.932834
18236.303, 347.301209, 16.983283
2216.895, 347.307067, 16.986901
33023.499, 347.457904, 17.182131
31455.550, 347.358681, 17.056403
5384.666, 347.381986, 17.084814
2751.504, 347.462443, 17.187114
3123.914, 347.335067, 17.025516
8930.566, 347.231380, 16.896848
6795.203, 347.286570, 16.969089
4878.580, 347.341986, 17.038915
21648.120, 347.479438, 17.217146
8549.911, 347.242209, 16.914403
46582.330, 347.413226, 17.136231
4112.454, 347.301566, 16.991233
18258.340, 347.459137, 17.194064
65399.044, 347.233604, 16.912039
30726.012, 347.281516, 16.976620
11584.078, 347.302157, 17.004786
41826.233, 347.257660, 16.949521
36442.133, 347.373372, 17.097068
10362.738, 347.227821, 16.912459
13153.709, 347.285600, 16.985676
6253.662, 347.478944, 17.233042
61481.985, 347.331805, 17.052693
7134.690, 347.291996, 16.998884
2686.649, 347.253346, 16.950244
7533.610, 347.250874, 16.948979
3632.709, 347.235642, 16.931086
12055.379, 347.251575, 16.952209
8562.647, 347.218725, 16.910617
4948.941, 347.263104, 16.967680
9380.113, 347.271688, 16.982890
2700.464, 347.234640, 16.936645
2274.564, 347.250346, 16.957086
5847.858, 347.253768, 16.961509
83807.295, 347.243494, 16.955408
13334.300, 347.228644, 16.936478
4853.132, 347.265770, 16.984281
5788.081, 347.238714, 16.951595
6725.573, 347.292762, 17.020662
2702.814, 347.213217, 16.918526
2209.959, 347.283276, 17.008599
3172.442, 347.220115, 16.928613
2671.743, 347.267423, 16.990160
9903.909, 347.216831, 16.926628
6251.624, 347.287148, 17.017321
3962.199, 347.210057, 16.919454
3090.432, 347.204794, 16.914908
59710.820, 347.210696, 16.926374
41511.870, 347.277329, 17.011542
7202.772, 347.304283, 17.043857
13778.014, 347.232936, 16.955965
4557.251, 347.282068, 17.019702
2678.623, 347.363465, 17.123761
7211.800, 347.405370, 17.178263
8502.387, 347.219142, 16.940607
6316.296, 347.212851, 16.932703
4022.088, 347.202311, 16.919390
4481.141, 347.423038, 17.202722
3643.459, 347.272038, 17.010234
2199.637, 347.428225, 17.210861
2702.121, 347.207720, 16.929763
2650.801, 347.220231, 16.945600
3152.874, 347.264319, 17.003689
2230.995, 347.457266, 17.250413
6749.244, 347.214770, 16.941890
6336.844, 347.231653, 16.963084
18823.367, 347.337059, 17.099795
18334.699, 347.242492, 16.980605
15222.208, 347.202832, 16.929533
10716.127, 347.209333, 16.939018
9447.137, 347.230930, 16.966817
3152.494, 347.406123, 17.190846
10279.002, 347.263348, 17.009945
9001.468, 347.214264, 16.948608
2223.859, 347.234122, 16.972657
15636.101, 347.203278, 16.935571
35227.999, 347.324840, 17.093372
10216.306, 347.232107, 16.973487
24730.501, 347.451027, 17.254028
3990.584, 347.216798, 16.955512
35310.899, 347.191757, 16.928364
4101.313, 347.207786, 16.946180
4943.331, 347.202213, 16.943592
8956.375, 347.228726, 16.979836
7726.194, 347.206538, 16.952029
2230.331, 347.338216, 17.121832
13738.728, 347.347093, 17.138475
18772.933, 347.192158, 16.942081
4002.065, 347.209867, 16.962456
2269.458, 347.234218, 16.994326
13923.519, 347.203544, 16.957539
2701.356, 347.227102, 16.986843
4005.257, 347.185451, 16.934649
7548.295, 347.253669, 17.022945
65416.372, 347.339540, 17.137752
2245.305, 347.245023, 17.013032
4461.159, 347.330601, 17.123246
3646.064, 347.205408, 16.964365
24036.487, 347.188670, 16.945900
4048.119, 347.208539, 16.969775
20918.241, 347.217497, 16.985797
3729.383, 347.287546, 17.074716
99365.957, 347.179513, 16.942307
2222.208, 347.200225, 16.964176
