# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
86996.438, 347.104111, 17.364016
65287.627, 347.072526, 17.322766
10543.833, 346.915036, 17.114562
2268.119, 347.058601, 17.301032
5002.451, 347.151203, 17.416825
9697.690, 347.012222, 17.231233
228516.375, 346.970087, 17.170310
2759.360, 347.057507, 17.281273
5485.792, 347.103264, 17.337431
15611.507, 347.113954, 17.347392
29653.602, 346.951537, 17.132922
53882.972, 347.007347, 17.198426
63289.194, 346.986387, 17.169632
14616.632, 346.930440, 17.097820
7742.726, 347.118836, 17.343258
109528.091, 347.123619, 17.338887
19565.021, 346.995833, 17.173083
1972.064, 347.168664, 17.398637
3111.943, 347.095936, 17.300540
30606.139, 347.035026, 17.218698
2352.779, 346.938606, 17.094700
41998.199, 347.087469, 17.282726
2778.078, 347.061014, 17.251083
2774.179, 347.147753, 17.353052
39852.266, 346.993458, 17.147773
3924.400, 347.110269, 17.301557
27390.893, 347.068520, 17.239183
4970.873, 347.088907, 17.259034
2721.684, 347.196374, 17.398582
127355.290, 347.067777, 17.224475
17846.202, 346.996125, 17.131323
4277.298, 347.170033, 17.340833
14453.422, 347.163883, 17.331379
1896.248, 347.109967, 17.262419
3461.324, 347.008749, 17.129641
2759.436, 347.149480, 17.310608
27345.742, 347.083502, 17.222831
26857.060, 347.077856, 17.210085
5416.568, 347.097051, 17.234850
18361.799, 347.215538, 17.387596
47486.807, 347.127065, 17.267988
60239.497, 347.045544, 17.159931
2366.302, 347.153601, 17.302829
5071.737, 347.139290, 17.282505
7500.267, 347.093266, 17.222114
57718.965, 346.998009, 17.092691
20118.893, 347.021351, 17.118434
7705.884, 347.025936, 17.124549
83658.424, 347.133357, 17.257485
13262.604, 347.207578, 17.350578
49972.847, 347.058199, 17.154419
3894.352, 347.218378, 17.365373
35916.939, 347.186292, 17.318942
5100.639, 347.093984, 17.196255
211001.053, 347.184232, 17.305287
4280.418, 347.210056, 17.343179
2758.177, 347.109087, 17.210597
6215.790, 347.084316, 17.175668
4263.329, 347.028702, 17.103105
42940.048, 347.138926, 17.243524
2696.458, 347.164655, 17.275761
3850.390, 347.201810, 17.320975
29242.736, 347.104772, 17.189948
53776.428, 347.019992, 17.075737
62742.886, 347.001897, 17.045741
3525.954, 347.115510, 17.196310
2723.930, 347.123509, 17.205128
5130.774, 347.233226, 17.346714
2334.082, 347.019012, 17.067413
5403.169, 347.129462, 17.210309
2324.443, 347.055044, 17.111221
18918.094, 347.216829, 17.314499
18803.636, 347.252092, 17.358760
11838.195, 347.121521, 17.189399
19492.819, 347.113128, 17.176934
2306.792, 347.235556, 17.335392
1997.807, 347.223019, 17.318604
3150.258, 347.187072, 17.269919
3091.930, 347.063407, 17.108650
2701.946, 347.257837, 17.358246
3513.764, 347.189542, 17.267654
120642.022, 347.104131, 17.151803
3133.145, 347.208706, 17.292457
3527.767, 347.153726, 17.220713
3862.746, 347.176952, 17.247453
23456.596, 347.096321, 17.138074
26571.169, 347.191290, 17.260551
1957.203, 347.220437, 17.300201
63320.534, 347.043141, 17.064274
28441.276, 347.229087, 17.308377
47046.725, 347.090839, 17.125006
47570.898, 347.168999, 17.225820
54778.029, 347.193434, 17.255052
2346.436, 347.118928, 17.144560
36049.888, 347.217939, 17.266528
52089.200, 347.133396, 17.155895
1951.635, 347.107755, 17.125938
9302.772, 347.074400, 17.076933
1953.494, 347.143692, 17.165440
1936.630, 347.105117, 17.107190
18090.642, 347.119057, 17.121763
1940.998, 347.174847, 17.195341
3536.649, 347.197509, 17.222954
10078.668, 347.151384, 17.161551
5862.949, 347.117471, 17.118035
2360.408, 347.158486, 17.171179
32143.244, 347.286800, 17.331535
6559.617, 347.212701, 17.235360
3078.388, 347.166468, 17.175480
2357.041, 347.293878, 17.336386
2781.350, 347.158710, 17.158453
25498.145, 347.109971, 17.091024
3173.747, 347.073687, 17.044822
65020.830, 347.296834, 17.329454
3556.080, 347.259819, 17.284167
11354.007, 347.257584, 17.280607
326032.773, 347.214155, 17.215072
65186.091, 347.279748, 17.306721
2711.977, 347.175349, 17.166086
2330.037, 347.095949, 17.059741
2282.543, 347.214605, 17.208880
2740.976, 347.074757, 17.026643
16221.023, 347.211203, 17.198448
176382.919, 347.168870, 17.137361
6611.407, 347.216485, 17.203897
17727.839, 347.207117, 17.189817
3846.787, 347.296242, 17.306103
2318.346, 347.266246, 17.266851
5791.994, 347.097648, 17.046043
1928.731, 347.111631, 17.063166
7041.659, 347.181190, 17.150530
34046.738, 347.138595, 17.093095
1938.364, 347.208353, 17.184622
39971.880, 347.099642, 17.038561
88973.666, 347.289574, 17.282804
2326.529, 347.302240, 17.303861
57787.295, 347.124693, 17.068786
5458.822, 347.306790, 17.307816
25804.917, 347.085571, 17.018095
145064.720, 347.214587, 17.180058
2359.773, 347.238624, 17.215569
3543.796, 347.159370, 17.110800
4647.952, 347.262043, 17.243846
47825.031, 347.238518, 17.209012
3510.241, 347.146263, 17.091547
69335.498, 347.277740, 17.259120
2387.347, 347.250869, 17.225207
14363.824, 347.119048, 17.049969
2689.519, 347.186248, 17.138860
2733.157, 347.077611, 16.997369
3934.251, 347.154218, 17.096447
7746.813, 347.291670, 17.273297
3155.692, 347.295947, 17.277504
11633.172, 347.118293, 17.044800
3103.548, 347.209773, 17.163785
36118.845, 347.154068, 17.088316
3463.076, 347.296892, 17.272952
23565.054, 347.128291, 17.051710
23713.792, 347.108153, 17.024876
7013.471, 347.310189, 17.288868
18612.004, 347.206666, 17.152897
2712.570, 347.120813, 17.042218
3885.443, 347.211813, 17.158947
2745.600, 347.306442, 17.281038
35401.035, 347.239269, 17.187282
3888.103, 347.131878, 17.049810
3053.993, 347.307402, 17.277860
51215.211, 347.285231, 17.241621
2344.362, 347.256176, 17.206701
3099.436, 347.300204, 17.261560
5394.911, 347.193581, 17.122782
7358.331, 347.248646, 17.191530
1955.396, 347.226384, 17.163310
7741.143, 347.261272, 17.206680
2671.039, 347.125053, 17.026899
22040.736, 347.163071, 17.073804
8276.522, 347.297946, 17.242717
2279.613, 347.227041, 17.151607
3492.426, 347.302801, 17.245867
3876.846, 347.133697, 17.026231
35084.018, 347.095206, 16.972557
35803.959, 347.290930, 17.226602
6175.870, 347.284345, 17.216521
64734.069, 347.313133, 17.250349
7846.645, 347.194700, 17.098907
2350.137, 347.213842, 17.123672
6180.966, 347.161990, 17.055920
4304.708, 347.340048, 17.286824
13716.721, 347.210370, 17.116233
2297.119, 347.191604, 17.093079
1980.495, 347.317967, 17.257368
15540.514, 347.343941, 17.284836
101653.836, 347.182659, 17.072382
2733.618, 347.158603, 17.044925
3882.154, 347.335793, 17.274015
8128.384, 347.198741, 17.094371
16564.967, 347.242548, 17.150374
8476.707, 347.208843, 17.104735
3853.659, 347.303514, 17.228812
4966.410, 347.284898, 17.204534
13621.862, 347.107081, 16.968714
4695.827, 347.240697, 17.143363
3115.889, 347.342417, 17.274887
1962.070, 347.239037, 17.138244
49394.724, 347.356312, 17.286724
2794.070, 347.321229, 17.244345
5428.407, 347.319389, 17.241251
3912.323, 347.162922, 17.038172
3521.958, 347.230531, 17.124935
2727.680, 347.288828, 17.200188
3141.430, 347.169152, 17.042568
3517.344, 347.324789, 17.241102
10080.551, 347.234156, 17.122495
3911.618, 347.310242, 17.220586
1979.419, 347.318198, 17.229752
39285.639, 347.305536, 17.211354
97686.265, 347.205037, 17.077299
5796.660, 347.330107, 17.244819
