# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
173215.127, 346.971289, 17.169555
24424.792, 346.945619, 17.135736
6992.122, 346.960330, 17.154859
32164.953, 346.913366, 17.090422
9260.931, 347.105170, 17.342493
16261.307, 347.063928, 17.287020
10154.161, 347.138593, 17.383372
1987.679, 347.024725, 17.236108
5116.195, 347.140257, 17.385563
1911.825, 346.962123, 17.153600
24704.096, 346.909288, 17.082313
2716.286, 347.049989, 17.265826
1947.928, 347.083234, 17.309053
5419.508, 346.986470, 17.182574
2746.060, 347.150528, 17.394407
25598.353, 347.149766, 17.390110
3522.012, 347.080834, 17.301499
3580.646, 346.964757, 17.151128
3461.990, 347.101326, 17.328159
3954.843, 347.093928, 17.318481
5449.470, 347.067065, 17.283138
1942.304, 347.020020, 17.220859
4327.052, 346.922313, 17.093369
3475.982, 347.052453, 17.261355
12475.970, 346.907742, 17.072181
155495.123, 347.122864, 17.339512
2303.790, 347.015931, 17.213216
53870.393, 347.007187, 17.198449
5006.328, 347.054965, 17.262394
9289.373, 347.114221, 17.338790
70807.664, 346.986673, 17.170009
13121.360, 347.148638, 17.381979
4332.037, 347.064400, 17.271370
3442.773, 347.108399, 17.328243
3168.156, 347.076158, 17.284605
5828.829, 347.072670, 17.278965
3894.749, 347.023385, 17.215210
2759.707, 347.067645, 17.271264
2336.843, 346.984255, 17.162484
12803.645, 347.156716, 17.384829
6244.890, 347.022007, 17.209900
2339.317, 347.169101, 17.401704
2338.195, 347.134918, 17.357218
4683.177, 346.982812, 17.158852
6584.369, 346.914263, 17.069247
2001.080, 347.007421, 17.190958
7413.029, 346.998485, 17.177265
20272.857, 346.996079, 17.173212
3552.933, 347.119844, 17.335042
8060.994, 347.062672, 17.258146
1953.787, 347.031865, 17.218446
18380.106, 347.114944, 17.324117
7433.270, 347.043656, 17.231866
5041.429, 347.005839, 17.182153
32906.365, 346.952468, 17.109778
2721.353, 347.060589, 17.252946
3505.488, 347.057069, 17.246912
5842.730, 347.107622, 17.311401
38951.297, 347.087384, 17.283045
3166.993, 347.155641, 17.372869
16326.836, 347.152821, 17.365962
8977.721, 347.119875, 17.326191
5809.614, 347.135073, 17.345183
1961.255, 347.049037, 17.232799
15915.227, 347.067056, 17.253788
8129.704, 346.993285, 17.158805
4656.421, 346.978090, 17.138537
8482.675, 347.124868, 17.328503
1911.430, 347.062265, 17.248342
2686.760, 347.073834, 17.262289
5903.137, 347.157196, 17.369237
2684.414, 347.030407, 17.205222
16725.525, 346.931345, 17.074557
4724.982, 346.939577, 17.085216
3171.552, 347.000723, 17.164619
5456.212, 347.108160, 17.302646
3938.963, 347.129417, 17.329526
3157.841, 347.102618, 17.294207
12479.801, 347.051698, 17.227004
12394.419, 347.149226, 17.351618
10069.198, 347.061885, 17.239050
3930.206, 347.056805, 17.233781
46206.116, 346.993270, 17.147827
4332.484, 347.022886, 17.187262
5786.159, 347.110980, 17.300702
11245.429, 347.039976, 17.206770
1964.165, 347.122007, 17.314847
4683.078, 347.168239, 17.374268
4683.533, 347.147151, 17.346587
2759.728, 347.160417, 17.363433
39009.623, 347.067817, 17.238779
5028.288, 347.100126, 17.283162
47497.768, 347.036004, 17.195675
6565.613, 347.157739, 17.356449
3889.348, 347.124373, 17.312971
4265.391, 346.972453, 17.113940
2380.200, 347.176758, 17.380216
12043.297, 347.116025, 17.299520
2747.466, 347.167234, 17.366589
4248.960, 347.166476, 17.364271
3881.903, 347.162868, 17.359908
13597.512, 347.127948, 17.310221
6561.317, 347.123698, 17.304799
17850.337, 347.110624, 17.286104
1991.473, 347.170427, 17.365532
2369.751, 347.164736, 17.357423
13213.463, 347.042528, 17.197432
137767.999, 347.067897, 17.224764
5070.877, 346.991486, 17.131506
2345.691, 347.178752, 17.374616
5487.183, 347.061453, 17.221129
10448.707, 347.094505, 17.261644
14760.688, 347.114672, 17.286629
4296.307, 347.149197, 17.332220
9376.335, 347.093340, 17.258713
29137.696, 346.997269, 17.132730
1932.133, 347.103127, 17.272046
8883.689, 347.023077, 17.166669
4652.893, 347.130204, 17.305398
3207.273, 347.171180, 17.357925
5844.070, 347.118817, 17.288998
3117.420, 347.152974, 17.332907
17823.604, 347.092258, 17.251434
9426.436, 347.053173, 17.201588
11270.312, 347.128258, 17.297784
2398.893, 347.179241, 17.364837
6184.799, 347.016730, 17.152658
5451.430, 347.040209, 17.183292
3850.054, 347.108782, 17.272313
2737.843, 347.057285, 17.203319
7792.151, 347.003193, 17.132352
6202.647, 347.196802, 17.383003
30663.778, 347.152425, 17.320945
3106.999, 347.164439, 17.340973
5062.235, 347.086484, 17.238888
1998.492, 347.148429, 17.319490
1965.156, 346.991716, 17.115470
5854.502, 346.967149, 17.082318
8244.760, 346.988619, 17.109103
5477.243, 346.999951, 17.123741
4678.182, 347.077773, 17.224636
8099.166, 347.075874, 17.221234
6578.182, 347.186152, 17.364568
2749.449, 347.159453, 17.329989
2732.569, 346.986385, 17.104184
3120.170, 347.150365, 17.317053
7434.910, 347.195210, 17.373479
7814.153, 347.174306, 17.345211
18290.777, 347.164570, 17.331655
1982.886, 347.134300, 17.293666
1974.367, 347.028229, 17.155150
6237.978, 347.150152, 17.312829
8173.601, 347.160784, 17.325310
2330.811, 347.042915, 17.172767
5397.688, 347.103679, 17.250917
4250.849, 347.107248, 17.253826
4245.901, 347.201951, 17.376132
5087.521, 347.058502, 17.189390
12081.513, 347.175920, 17.339833
5063.509, 347.033763, 17.156140
3113.659, 346.980249, 17.087142
35497.431, 347.077883, 17.210172
5845.255, 347.187138, 17.354100
3120.038, 346.997926, 17.107891
11352.027, 347.049722, 17.173510
6230.870, 347.117881, 17.262754
4224.420, 347.084421, 17.218225
1986.931, 347.010807, 17.122921
2377.269, 347.185695, 17.348911
5473.284, 347.108809, 17.247724
6223.773, 347.065916, 17.191678
62425.015, 347.046613, 17.162699
46904.121, 347.127444, 17.267882
3548.923, 346.983635, 17.082952
3589.510, 347.200314, 17.362930
2384.690, 347.195612, 17.356882
2358.630, 347.174791, 17.329790
2332.800, 347.157047, 17.306708
3443.823, 346.954221, 17.042467
3918.280, 347.148485, 17.292889
5068.888, 347.028970, 17.137066
3111.220, 347.160366, 17.308312
7370.725, 347.098327, 17.226170
5877.033, 347.074833, 17.195386
57158.410, 346.998090, 17.092752
5425.668, 347.208868, 17.368727
4701.056, 347.198716, 17.355433
18253.414, 347.113400, 17.242535
2732.537, 347.197699, 17.352589
7047.506, 347.147242, 17.286012
11253.197, 347.136634, 17.270377
9665.662, 347.184866, 17.333174
13631.477, 347.179276, 17.326939
4293.036, 347.173804, 17.319650
5840.552, 347.171163, 17.315848
6605.153, 347.056114, 17.166475
4304.889, 347.195403, 17.345963
7415.881, 347.141652, 17.277731
3523.287, 346.988917, 17.078211
8069.027, 347.192347, 17.341120
16646.141, 347.027201, 17.126161
8122.953, 347.194320, 17.343948
3497.247, 347.149799, 17.286660
31156.272, 347.084582, 17.199681
18288.268, 347.021383, 17.117861
2711.981, 346.986160, 17.073490
2310.199, 346.960777, 17.039910
2293.848, 347.160899, 17.300142
91858.770, 347.133376, 17.257949
2326.419, 347.177073, 17.320380
3878.970, 346.978173, 17.060819
14024.653, 347.148919, 17.279896
2687.230, 347.209800, 17.359908
6592.620, 347.093772, 17.207999
6542.153, 347.190057, 17.332905
25222.158, 347.216242, 17.364190
5791.595, 347.187433, 17.328048
3890.790, 347.207308, 17.353166
3165.305, 347.140101, 17.265433
6898.657, 347.202602, 17.345707
63391.150, 347.186411, 17.319331
54544.533, 347.058197, 17.155006
8138.816, 347.207047, 17.350222
271726.127, 347.183831, 17.305753
3061.793, 347.164970, 17.293241
6969.101, 347.210997, 17.351957
5427.254, 347.039155, 17.127071
5549.250, 347.043008, 17.130817
2721.967, 347.167728, 17.292940
8969.412, 347.166080, 17.289424
2708.420, 347.154228, 17.274967
1968.712, 347.133849, 17.248156
20887.452, 347.108009, 17.210433
3143.688, 346.988379, 17.056833
2701.576, 347.193502, 17.323265
2722.530, 347.074447, 17.165540
5811.571, 347.202982, 17.331691
5081.241, 347.175440, 17.296141
51323.466, 347.138556, 17.244223
13551.178, 347.029071, 17.103419
6236.030, 347.190089, 17.313084
4997.643, 347.104062, 17.201457
1965.715, 347.116220, 17.216943
4617.694, 346.983501, 17.043424
3504.754, 347.050650, 17.130911
8975.089, 347.224485, 17.354083
1935.083, 347.013355, 17.081455
6236.128, 347.176463, 17.291240
8132.728, 347.171214, 17.284446
8142.169, 347.080747, 17.165712
8971.492, 347.078633, 17.162033
5488.408, 347.121375, 17.217810
5431.499, 347.055204, 17.131757
4341.177, 347.028896, 17.096859
1976.385, 347.061641, 17.137729
2326.415, 347.085445, 17.167877
7801.604, 347.211210, 17.330204
30104.796, 347.104931, 17.190420
16233.364, 347.141758, 17.238060
3122.832, 347.114418, 17.203666
3963.324, 347.078988, 17.157572
4636.647, 347.110680, 17.198624
70738.537, 347.020088, 17.076026
14427.492, 347.173330, 17.277444
10769.293, 347.226529, 17.344903
5102.217, 347.195028, 17.305881
2285.057, 347.050188, 17.118114
14353.224, 347.185848, 17.291863
7751.509, 347.113174, 17.198192
5095.562, 347.199370, 17.309966
7324.537, 347.084588, 17.160307
5022.886, 346.979373, 17.024075
8140.767, 347.193731, 17.301676
5402.479, 347.088304, 17.164224
15504.310, 347.221460, 17.336326
8481.391, 347.111692, 17.193277
1957.016, 347.055774, 17.120696
71432.659, 347.001651, 17.045685
18981.199, 347.213056, 17.322638
4288.744, 347.184717, 17.287718
7440.577, 347.077361, 17.145905
7355.515, 347.149938, 17.238697
7811.684, 347.123956, 17.203948
11697.452, 347.112789, 17.188653
8116.121, 347.103400, 17.177344
2778.042, 347.064125, 17.125889
3106.794, 346.994772, 17.035858
10861.648, 347.076543, 17.140195
3546.634, 347.130216, 17.210480
1978.418, 347.050495, 17.106773
6626.120, 347.086041, 17.151900
7354.733, 347.089774, 17.155671
12400.890, 347.067703, 17.125757
7778.499, 347.085412, 17.148434
11634.668, 347.155750, 17.238483
7012.874, 347.101080, 17.168150
4717.087, 347.234073, 17.340809
3105.763, 347.106617, 17.174999
19918.294, 347.213664, 17.310986
13108.086, 347.216090, 17.315574
4296.009, 347.177395, 17.264854
14762.594, 347.205209, 17.299041
6954.046, 347.095411, 17.157067
6145.494, 346.999537, 17.032139
3920.259, 347.129864, 17.200792
14009.499, 347.053453, 17.099164
2316.290, 347.037743, 17.080367
8258.963, 347.048150, 17.091667
2715.864, 347.044380, 17.088031
2326.865, 347.155993, 17.232456
3493.689, 347.095659, 17.153318
2842.491, 346.990704, 17.017133
2304.645, 347.241359, 17.343085
14019.445, 347.236144, 17.332996
7789.955, 347.231566, 17.327681
3889.311, 347.189368, 17.274026
13101.164, 347.204972, 17.291846
6307.281, 347.088564, 17.141906
3118.555, 347.142651, 17.212530
23370.511, 347.107854, 17.164539
4629.316, 347.223453, 17.316168
2738.527, 347.217919, 17.309225
7358.141, 347.187793, 17.268674
4648.705, 347.102475, 17.158998
7028.780, 347.229550, 17.323312
8264.823, 347.123401, 17.183538
2349.852, 347.234811, 17.329649
3925.463, 347.176202, 17.253383
8520.048, 347.071137, 17.115366
2684.581, 347.024844, 17.055978
10891.407, 347.193814, 17.274297
13986.051, 347.156137, 17.222955
6707.883, 347.082895, 17.129550
119227.092, 347.104443, 17.152195
2736.045, 347.157812, 17.226990
8574.107, 347.048432, 17.083438
2340.795, 347.214026, 17.299099
8991.339, 347.095496, 17.143395
4265.028, 347.090455, 17.138217
3508.699, 347.220184, 17.306512
5503.247, 347.106461, 17.157835
6172.383, 347.120497, 17.174910
3123.793, 347.036727, 17.067324
10903.089, 347.187406, 17.261375
5489.796, 347.116883, 17.170667
28797.986, 347.095593, 17.138554
3939.783, 347.208305, 17.289051
1939.220, 347.114664, 17.167444
2355.068, 347.220049, 17.303901
4727.920, 347.201393, 17.279572
6168.053, 347.030625, 17.056834
6950.987, 347.218075, 17.299070
3536.330, 347.227076, 17.310735
8538.074, 347.169079, 17.233594
5498.382, 347.165753, 17.229816
5469.934, 347.127691, 17.180422
3901.187, 347.218175, 17.296709
9309.838, 347.212824, 17.288761
54047.831, 347.042695, 17.064527
5471.571, 347.028330, 17.049338
2350.175, 347.081831, 17.118381
2766.172, 347.075514, 17.110027
7031.455, 347.193145, 17.262099
61406.664, 347.091052, 17.125443
2766.227, 347.183012, 17.248764
5868.855, 347.178120, 17.241435
2743.156, 347.140959, 17.193415
31443.574, 347.157807, 17.212485
11693.292, 347.224638, 17.299478
6565.611, 347.187325, 17.251911
4262.375, 347.217846, 17.291021
19348.471, 347.122582, 17.166241
13195.533, 347.253861, 17.335690
80902.392, 347.194005, 17.255651
23794.097, 347.113868, 17.153840
3915.809, 347.084528, 17.116847
1957.611, 347.160716, 17.214492
2702.096, 347.212208, 17.280431
1934.542, 347.231096, 17.304682
7704.652, 347.021176, 17.028411
2339.277, 347.159086, 17.209004
3880.911, 347.104555, 17.138014
4688.103, 347.077348, 17.101759
3908.519, 347.224268, 17.292786
2698.019, 347.053771, 17.070992
2352.673, 347.253278, 17.329829
12439.040, 347.258092, 17.334690
15131.978, 347.237714, 17.307496
4233.950, 347.066581, 17.085186
2355.143, 347.211633, 17.273757
3092.004, 347.177406, 17.228796
7742.407, 347.146892, 17.188816
3102.583, 347.086233, 17.110662
3121.989, 347.243797, 17.315371
7818.469, 347.166252, 17.213490
5456.471, 347.143608, 17.183643
14808.895, 347.061973, 17.076053
3928.316, 347.192686, 17.246982
4628.338, 347.085622, 17.107806
3506.695, 347.196701, 17.251023
6248.804, 347.009453, 17.004729
2309.497, 347.181036, 17.229137
6627.820, 347.174742, 17.220751
3855.661, 347.137303, 17.171880
1987.394, 347.048739, 17.057185
1982.279, 347.221939, 17.281961
2367.499, 347.207856, 17.263366
8523.773, 347.183469, 17.230918
8508.523, 347.153675, 17.191275
4647.019, 347.200468, 17.252458
6962.273, 347.088976, 17.106465
19746.442, 347.259937, 17.325829
3479.449, 347.248367, 17.314196
1955.116, 347.155403, 17.193398
1945.192, 347.018890, 17.015079
3948.630, 347.147609, 17.181761
20859.358, 347.191553, 17.236970
8133.363, 347.173177, 17.213601
3552.464, 347.150603, 17.185326
7759.633, 347.095866, 17.113083
34317.966, 347.229712, 17.285151
3541.525, 347.223554, 17.279268
5028.420, 347.162511, 17.199253
2681.780, 347.113700, 17.135680
4230.941, 347.221300, 17.274091
1924.459, 347.136605, 17.164437
66104.944, 347.133246, 17.155233
2363.215, 347.059764, 17.064250
34622.951, 347.218490, 17.266405
7382.965, 347.145156, 17.173392
4302.743, 347.249363, 17.309395
6979.852, 347.186189, 17.226043
47931.940, 347.169873, 17.202758
3082.856, 347.110430, 17.127579
5468.099, 347.088153, 17.098519
16666.882, 347.206124, 17.249764
7351.555, 347.161243, 17.192076
5131.917, 347.242559, 17.297979
6227.323, 347.226144, 17.276228
2692.360, 347.108497, 17.123496
8119.683, 347.103959, 17.116572
3514.459, 347.081536, 17.087463
7457.654, 347.258698, 17.316841
3115.462, 347.138265, 17.160946
2354.160, 347.116100, 17.131972
5051.770, 347.125891, 17.143599
12021.150, 347.146799, 17.169011
3490.525, 347.099795, 17.109028
5041.589, 347.262429, 17.319627
1919.341, 347.250227, 17.304024
3516.321, 347.189638, 17.224914
2734.451, 347.112203, 17.123708
7367.301, 347.032043, 17.019431
8476.967, 347.103689, 17.110624
3507.165, 347.093898, 17.098328
1930.367, 347.252559, 17.304546
1960.369, 347.166608, 17.192535
7409.536, 347.273677, 17.328562
12541.911, 347.265380, 17.319010
9680.278, 347.130065, 17.141859
6956.732, 347.091639, 17.092740
3530.192, 347.270241, 17.324417
5810.815, 347.146316, 17.162953
1901.217, 347.268500, 17.321774
5452.770, 347.199495, 17.231572
9233.310, 347.180458, 17.205794
1967.013, 347.118462, 17.126371
12063.979, 347.055323, 17.042662
2294.858, 347.026702, 17.006471
6273.930, 347.240895, 17.284080
7029.366, 347.228435, 17.267762
2346.219, 347.171157, 17.193835
6962.065, 347.238768, 17.279959
5896.679, 347.206752, 17.238237
6630.882, 347.167062, 17.186152
7760.599, 347.123605, 17.129142
2721.141, 347.154296, 17.169483
3113.721, 347.094056, 17.090743
3899.673, 347.053949, 17.038428
9337.192, 347.262872, 17.307233
2375.701, 347.098059, 17.095155
3137.426, 347.044889, 17.026016
2346.020, 347.164943, 17.181195
5049.109, 347.190813, 17.213789
6228.069, 347.177236, 17.194723
3914.137, 347.126199, 17.127939
2366.507, 347.276458, 17.323862
2358.331, 347.180524, 17.198777
1947.853, 347.141163, 17.148060
3491.414, 347.216326, 17.244137
5819.481, 347.076439, 17.060182
6198.230, 347.206427, 17.229614
4638.558, 347.183863, 17.199862
3882.461, 347.154426, 17.161111
2358.358, 347.257495, 17.294960
2730.355, 347.127826, 17.125708
3103.842, 347.035158, 17.005185
11589.498, 347.150006, 17.153086
2341.470, 347.253358, 17.287836
3168.031, 347.131307, 17.128726
11296.956, 347.278816, 17.319057
2740.203, 347.217991, 17.240262
9703.124, 347.213879, 17.234136
5090.658, 347.069242, 17.046411
8164.202, 347.208676, 17.226890
4219.926, 347.189554, 17.202918
10796.588, 347.108520, 17.096428
3495.075, 347.262222, 17.296595
3855.224, 347.194598, 17.208560
2779.016, 347.234812, 17.259654
2310.962, 347.247034, 17.275188
2834.459, 347.053558, 17.022966
5837.574, 347.239463, 17.263915
4286.656, 347.120039, 17.108348
2732.906, 347.248594, 17.275380
3176.610, 347.197585, 17.209107
2760.974, 347.224112, 17.243196
11674.994, 347.133061, 17.122579
1973.096, 347.256940, 17.284698
28753.045, 347.109725, 17.090785
8975.176, 347.125121, 17.110750
2421.836, 347.031799, 16.990284
5849.386, 347.200304, 17.207309
1979.010, 347.170334, 17.169744
3174.743, 347.166062, 17.164114
3463.910, 347.044597, 17.005898
66345.835, 347.280013, 17.305905
355110.448, 347.214226, 17.214882
8125.778, 347.188492, 17.190830
6632.285, 347.235771, 17.252593
5063.264, 347.172807, 17.170992
6164.408, 347.223704, 17.236041
3143.732, 347.179640, 17.178815
17317.267, 347.120156, 17.098436
9310.993, 347.274028, 17.298120
1979.894, 347.264397, 17.287391
2706.173, 347.284883, 17.313066
2005.815, 347.115704, 17.090766
2723.469, 347.271897, 17.292468
2704.394, 347.234846, 17.244043
6163.197, 347.227647, 17.234685
5488.986, 347.065595, 17.022026
12003.808, 347.130335, 17.104758
36012.706, 347.287517, 17.307752
