# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
33173.529, 339.633990, 1.653130
7193.761, 339.441780, 1.779411
156939.758, 339.547669, 1.705310
4847.059, 339.386768, 1.813864
7296.330, 339.499016, 1.738779
139040.298, 339.404857, 1.796944
4252.459, 339.382837, 1.811026
45097.563, 339.683119, 1.610047
10213.688, 339.453822, 1.761825
8961.535, 339.389465, 1.804242
11964.389, 339.375105, 1.813282
76022.233, 339.625774, 1.644489
7104.363, 339.465877, 1.752094
5359.427, 339.459719, 1.754469
3015.961, 339.421367, 1.780218
5982.318, 339.497522, 1.728976
6633.936, 339.422151, 1.777955
3660.770, 339.389627, 1.799451
18082.458, 339.384174, 1.802594
6026.994, 339.440310, 1.763227
31566.908, 339.386450, 1.798139
18008.858, 339.433395, 1.764545
4821.492, 339.394476, 1.790889
6541.665, 339.371614, 1.805783
20886.738, 339.484229, 1.727550
5430.718, 339.614985, 1.641950
7192.729, 339.455030, 1.747496
32221.079, 339.385599, 1.791744
12425.149, 339.491461, 1.722003
181559.483, 339.694927, 1.582245
4769.199, 339.376086, 1.795684
8328.125, 339.439871, 1.752384
4248.554, 339.468599, 1.732916
7219.795, 339.460471, 1.737607
3023.842, 339.636618, 1.620629
10250.231, 339.369607, 1.793060
2988.924, 339.531917, 1.685811
5965.094, 339.407292, 1.767450
20757.418, 339.366808, 1.793135
7756.422, 339.371271, 1.789887
9460.915, 339.382066, 1.780461
23922.253, 339.422692, 1.753609
18006.008, 339.398778, 1.768966
3041.905, 339.410595, 1.761772
52636.511, 339.509055, 1.694628
6016.322, 339.364232, 1.791012
11968.381, 339.415109, 1.756123
11323.260, 339.443993, 1.736329
4779.472, 339.360318, 1.791390
5450.598, 339.524016, 1.682204
338331.664, 339.605932, 1.622251
86045.268, 339.438542, 1.734732
10119.947, 339.584021, 1.639127
3582.425, 339.435054, 1.737396
15017.899, 339.399586, 1.759599
11296.878, 339.371244, 1.776070
28010.793, 339.366468, 1.777171
7825.079, 339.487362, 1.699081
10204.455, 339.391842, 1.761407
4230.430, 339.467491, 1.711026
44344.418, 339.672310, 1.572665
4797.672, 339.493674, 1.691655
16025.782, 339.393330, 1.757290
14281.294, 339.457315, 1.714726
10776.313, 339.439766, 1.726126
112175.574, 339.513489, 1.674035
49384.091, 339.369348, 1.769281
4187.510, 339.360114, 1.776594
3023.191, 339.456024, 1.712027
26262.110, 339.451432, 1.712686
4245.728, 339.403146, 1.745965
8454.350, 339.375547, 1.762811
6003.183, 339.421792, 1.731528
3056.461, 339.385776, 1.755803
12707.134, 339.371830, 1.762408
10789.336, 339.447358, 1.711416
7143.730, 339.380626, 1.752774
5419.913, 339.431727, 1.718257
2979.788, 339.468123, 1.693634
11472.672, 339.384406, 1.747259
15552.664, 339.380041, 1.748473
22622.452, 339.353136, 1.766172
6555.238, 339.408964, 1.729270
4768.297, 339.350779, 1.767850
7238.063, 339.427493, 1.715140
93703.652, 339.417636, 1.718670
7806.610, 339.366107, 1.756140
14334.496, 339.361296, 1.758929
4183.668, 339.492325, 1.672141
30337.632, 339.604341, 1.596217
57212.426, 339.580144, 1.611448
10229.492, 339.494506, 1.669233
159582.520, 339.521335, 1.646135
7104.366, 339.436651, 1.706784
3639.593, 339.352621, 1.761070
16694.762, 339.424089, 1.712235
2968.276, 339.399280, 1.729179
33325.826, 339.390517, 1.733490
7739.356, 339.344171, 1.765309
7139.237, 339.384507, 1.738206
10115.438, 339.386536, 1.736060
9521.711, 339.372059, 1.743905
7229.110, 339.491028, 1.663895
3643.000, 339.345290, 1.758670
3612.624, 339.467566, 1.676539
31000.116, 339.408649, 1.714373
26714.363, 339.347686, 1.753739
5976.180, 339.398323, 1.720927
5982.497, 339.352955, 1.751352
3612.312, 339.474799, 1.670502
7225.428, 339.377497, 1.734273
8275.936, 339.356106, 1.747411
334575.989, 339.401886, 1.710512
6659.197, 339.494396, 1.653863
87084.876, 339.413467, 1.703124
15547.060, 339.377419, 1.729976
6603.375, 339.393078, 1.718758
11889.680, 339.355241, 1.741977
25661.693, 339.364145, 1.734264
23791.649, 339.437918, 1.685292
4759.107, 339.377660, 1.726315
114314.016, 339.679267, 1.520531
5994.001, 339.407241, 1.703196
3048.649, 339.338426, 1.748585
5387.209, 339.403198, 1.704953
87853.295, 339.390339, 1.710089
3098.380, 339.572582, 1.592981
10174.032, 339.519563, 1.626387
7826.106, 339.362095, 1.729777
3545.112, 339.335962, 1.746696
7117.261, 339.463296, 1.660681
2927.646, 339.514961, 1.625360
8355.526, 339.351131, 1.733112
3632.416, 339.368182, 1.721039
3649.360, 339.454083, 1.663908
60538.578, 339.394105, 1.700582
3583.416, 339.463151, 1.656996
2975.206, 339.479620, 1.644414
3560.885, 339.398375, 1.697157
7156.950, 339.356376, 1.724362
4711.466, 339.424930, 1.678703
9592.679, 339.360636, 1.721200
14921.980, 339.342851, 1.731747
5431.444, 339.330117, 1.740995
10655.081, 339.338081, 1.734154
5969.835, 339.519392, 1.614498
4162.036, 339.475861, 1.643609
8292.867, 339.370760, 1.712842
41749.055, 339.418821, 1.679253
2979.706, 339.398847, 1.693409
13114.010, 339.364954, 1.715390
44182.440, 339.539074, 1.598995
4798.876, 339.352004, 1.724070
9035.923, 339.361825, 1.716376
12602.741, 339.355930, 1.719221
14988.700, 339.385299, 1.697981
11383.838, 339.351254, 1.721193
39816.874, 339.332701, 1.731946
8424.229, 339.371481, 1.706953
3506.764, 339.662254, 1.514118
3011.828, 339.336792, 1.729284
78007.545, 339.415703, 1.674020
6078.112, 339.408876, 1.680243
112894.889, 339.642154, 1.521920
7105.419, 339.442819, 1.656334
7143.106, 339.539630, 1.590073
6560.248, 339.553551, 1.579922
5356.771, 339.344560, 1.716566
14341.651, 339.332725, 1.723345
7115.910, 339.453736, 1.643842
7078.997, 339.391053, 1.684370
8378.605, 339.509311, 1.605233
8393.858, 339.437390, 1.652708
2934.976, 339.360491, 1.704012
11471.393, 339.329435, 1.722806
8933.115, 339.468183, 1.630854
3640.430, 339.485113, 1.619286
46896.745, 339.321514, 1.724986
3549.254, 339.596516, 1.545758
17407.480, 339.454176, 1.637688
12568.238, 339.368278, 1.694549
3000.222, 339.348691, 1.707325
23805.214, 339.459342, 1.632474
3552.600, 339.325340, 1.721754
58133.701, 339.598793, 1.536664
10169.901, 339.332680, 1.713323
3044.266, 339.422652, 1.653711
6030.212, 339.353630, 1.699215
4806.914, 339.349916, 1.701674
9013.430, 339.347840, 1.702662
26628.536, 339.360305, 1.692337
11859.148, 339.336954, 1.708953
7774.263, 339.406140, 1.662820
4822.561, 339.340107, 1.706977
36336.534, 339.471155, 1.617981
10709.477, 339.355978, 1.693835
6023.800, 339.535199, 1.575847
4227.316, 339.328093, 1.712374
4168.289, 339.446719, 1.633423
139646.142, 339.409779, 1.653447
8339.082, 339.338801, 1.704240
6002.034, 339.325119, 1.713335
144765.546, 339.635830, 1.501311
6536.259, 339.466848, 1.616591
3578.266, 339.592322, 1.532742
6532.590, 339.538744, 1.567759
128129.539, 339.436163, 1.631863
13718.315, 339.328708, 1.703206
13066.567, 339.310713, 1.715575
4796.872, 339.504470, 1.587748
17313.900, 339.457151, 1.616268
11942.079, 339.380679, 1.666221
4160.976, 339.387656, 1.661631
11665.820, 339.557268, 1.547548
4245.912, 339.316654, 1.706954
11427.880, 339.309117, 1.711522
6570.154, 339.362865, 1.675568
9231.205, 339.627233, 1.500569
9532.801, 339.423431, 1.634877
11342.680, 339.346268, 1.685648
109635.546, 339.549399, 1.547754
39007.122, 339.521840, 1.567547
10228.178, 339.406964, 1.643942
7124.346, 339.340416, 1.688111
3001.013, 339.307460, 1.709835
6049.424, 339.391296, 1.652689
3011.111, 339.329492, 1.693666
6527.638, 339.472991, 1.597356
13781.375, 339.490757, 1.584915
19098.969, 339.308685, 1.705237
11463.686, 339.479780, 1.590220
8930.745, 339.394464, 1.646576
20164.296, 339.335834, 1.682856
23309.612, 339.323904, 1.690220
38043.796, 339.303078, 1.703217
20901.978, 339.405586, 1.636305
4796.680, 339.395250, 1.643816
9031.409, 339.451231, 1.606542
