# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
5597.110, 339.425669, 1.793543
62883.184, 339.634567, 1.653426
13221.608, 339.510548, 1.735502
8734.188, 339.456633, 1.770018
5005.974, 339.517284, 1.730025
182899.102, 339.547737, 1.705428
3799.107, 339.388951, 1.812241
126672.954, 339.404667, 1.796409
28251.171, 339.694975, 1.606674
9924.853, 339.394049, 1.804012
3723.131, 339.566865, 1.690424
81524.820, 339.626059, 1.644725
9430.876, 339.531592, 1.709728
4361.535, 339.400627, 1.793288
13637.055, 339.402251, 1.790951
5610.325, 339.437758, 1.761707
3108.258, 339.464967, 1.743260
3743.374, 339.571355, 1.673058
4956.116, 339.394740, 1.788025
4400.956, 339.425111, 1.766955
12507.785, 339.380051, 1.795614
6231.892, 339.403612, 1.779274
8789.222, 339.472104, 1.732841
195404.498, 339.695309, 1.581944
8756.395, 339.410737, 1.771529
19762.286, 339.383665, 1.787181
15409.994, 339.477315, 1.725064
6174.870, 339.417036, 1.762236
50191.324, 339.520741, 1.691416
22286.099, 339.377531, 1.785168
3931.530, 339.410042, 1.764873
20425.425, 339.386181, 1.777312
3130.855, 339.474210, 1.719489
3757.302, 339.396985, 1.769218
367852.310, 339.606118, 1.622084
59925.566, 339.376696, 1.774921
71197.846, 339.438457, 1.734246
10567.870, 339.431812, 1.738649
6827.179, 339.424505, 1.743619
45295.865, 339.684306, 1.569531
85649.814, 339.460010, 1.716307
10665.847, 339.472253, 1.708813
10587.287, 339.420996, 1.741212
10030.582, 339.488926, 1.695080
9953.897, 339.439000, 1.727167
5588.759, 339.527949, 1.668103
118515.551, 339.513237, 1.673921
42570.329, 339.369424, 1.769422
3741.102, 339.435811, 1.727362
3679.049, 339.468430, 1.703820
7508.096, 339.452016, 1.713803
6241.337, 339.576380, 1.627699
5702.961, 339.445171, 1.713724
5667.575, 339.376771, 1.758636
17276.729, 339.367225, 1.762846
5022.469, 339.431896, 1.718366
3076.633, 339.541904, 1.645404
3112.758, 339.391026, 1.743450
96598.529, 339.417641, 1.719182
10571.179, 339.366977, 1.754179
32959.811, 339.604153, 1.595659
56043.984, 339.579311, 1.611404
25355.567, 339.412288, 1.721664
195022.594, 339.522755, 1.645814
3730.234, 339.480972, 1.677259
5011.051, 339.426726, 1.711834
3721.937, 339.359512, 1.756145
13133.205, 339.355395, 1.757415
5164.754, 339.470491, 1.680020
3107.025, 339.555122, 1.623750
4318.877, 339.415223, 1.709898
341478.080, 339.401712, 1.710358
89757.036, 339.413091, 1.702933
5566.965, 339.464334, 1.671783
5597.879, 339.529119, 1.628558
5499.160, 339.521224, 1.633702
3710.816, 339.377564, 1.728361
4935.013, 339.392773, 1.717729
8072.200, 339.370842, 1.731037
4291.277, 339.543697, 1.616463
8729.242, 339.460283, 1.670283
114220.139, 339.679707, 1.520433
4966.094, 339.368641, 1.728715
94700.757, 339.390554, 1.709462
8070.211, 339.345274, 1.738732
3067.644, 339.360466, 1.728790
6886.836, 339.347992, 1.734364
3116.531, 339.469101, 1.654271
8073.298, 339.350018, 1.730594
3177.950, 339.371098, 1.717117
6891.912, 339.417345, 1.684556
3774.711, 339.503439, 1.627486
6243.746, 339.409689, 1.687876
5605.585, 339.366401, 1.716662
29672.034, 339.419158, 1.679530
5060.482, 339.506039, 1.622809
6821.417, 339.384011, 1.702932
5616.640, 339.395130, 1.694942
14580.506, 339.485935, 1.632031
7985.254, 339.467236, 1.645531
10524.725, 339.446845, 1.657514
5655.483, 339.660080, 1.514791
75058.451, 339.414674, 1.674213
4950.936, 339.448841, 1.654149
7443.459, 339.469917, 1.638634
3684.791, 339.494808, 1.622569
130697.780, 339.642198, 1.521550
29216.088, 339.333057, 1.725596
5548.472, 339.382393, 1.694431
7466.751, 339.552790, 1.580828
6209.371, 339.337362, 1.722134
5027.634, 339.380015, 1.694013
3157.654, 339.329831, 1.721135
4338.397, 339.428204, 1.654896
10542.723, 339.464123, 1.630277
22204.436, 339.483211, 1.615599
3749.804, 339.458409, 1.633952
23826.219, 339.495614, 1.607258
6253.275, 339.336518, 1.713151
14869.202, 339.361738, 1.694696
3758.378, 339.330486, 1.715729
