# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
60768.844, 339.634356, 1.653359
2989.866, 339.412230, 1.801043
3604.208, 339.390935, 1.814376
2953.687, 339.398416, 1.808944
4178.619, 339.392244, 1.811963
163517.134, 339.547764, 1.705268
13649.090, 339.482511, 1.751825
7759.873, 339.415879, 1.795717
41294.791, 339.386371, 1.813519
18493.497, 339.382040, 1.817149
10046.001, 339.436259, 1.780463
2944.552, 339.448707, 1.771846
3554.248, 339.509791, 1.730218
12471.457, 339.460845, 1.762126
107478.017, 339.404988, 1.796181
5971.129, 339.418244, 1.788762
44125.522, 339.685922, 1.610634
20043.856, 339.383839, 1.805728
80702.178, 339.626120, 1.644695
5959.885, 339.431725, 1.770145
5373.402, 339.497748, 1.723720
30103.673, 339.381407, 1.797861
5340.294, 339.490813, 1.726527
55296.169, 339.415913, 1.773915
10096.099, 339.398012, 1.786305
15410.947, 339.390818, 1.790823
4193.093, 339.515282, 1.708050
5375.354, 339.397468, 1.781745
178745.051, 339.695286, 1.582269
5319.020, 339.491125, 1.716976
3581.686, 339.439444, 1.750682
6479.666, 339.381576, 1.788510
5374.752, 339.378899, 1.790098
16578.130, 339.372562, 1.792649
11888.966, 339.379324, 1.786703
24903.507, 339.365594, 1.791963
50385.845, 339.511748, 1.695166
24459.659, 339.401013, 1.768691
4269.298, 339.473083, 1.721198
2969.450, 339.464672, 1.725998
13059.459, 339.415120, 1.758188
5848.261, 339.439132, 1.739433
5976.764, 339.489224, 1.705202
4818.943, 339.419768, 1.751129
345282.227, 339.606117, 1.622201
74302.184, 339.438594, 1.734808
2995.115, 339.364159, 1.785418
3637.628, 339.582453, 1.638614
44788.086, 339.675141, 1.573384
2990.276, 339.404282, 1.753427
4203.230, 339.398851, 1.756510
4137.070, 339.368061, 1.775938
5984.062, 339.361744, 1.780042
15303.728, 339.358263, 1.781698
25588.830, 339.529175, 1.667043
17222.507, 339.500145, 1.686223
3572.821, 339.388499, 1.760830
111658.641, 339.513474, 1.674025
4822.017, 339.398330, 1.752803
4727.025, 339.388945, 1.757178
11896.611, 339.359837, 1.776069
3000.408, 339.432740, 1.728518
30200.085, 339.369287, 1.769047
4189.154, 339.377977, 1.762850
24239.924, 339.355112, 1.775566
6488.798, 339.410763, 1.738664
5884.802, 339.400789, 1.743937
4739.431, 339.372087, 1.762133
7646.189, 339.360530, 1.769527
14182.877, 339.388710, 1.750022
14252.448, 339.467799, 1.697386
15515.183, 339.406328, 1.737829
21324.026, 339.413790, 1.730371
6543.535, 339.692405, 1.546410
4212.870, 339.375441, 1.754507
14846.235, 339.353824, 1.766734
2974.999, 339.430926, 1.716286
3606.501, 339.460053, 1.696543
3622.949, 339.496608, 1.671227
9438.995, 339.462847, 1.690841
77988.386, 339.417410, 1.718843
19062.303, 339.578664, 1.611930
142310.718, 339.521343, 1.645985
