# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
20316.402, 339.395331, 1.813985
2968.634, 339.428075, 1.793250
5132.511, 339.456140, 1.773948
72174.288, 339.634565, 1.653550
16723.456, 339.391271, 1.814915
3517.037, 339.540899, 1.717340
3512.766, 339.468782, 1.764785
7587.887, 339.457057, 1.771602
7545.672, 339.422002, 1.794450
25017.702, 339.483647, 1.752412
165158.574, 339.547767, 1.705279
10470.486, 339.405503, 1.802312
18022.042, 339.417349, 1.792812
5204.793, 339.386876, 1.813382
5800.228, 339.495981, 1.740996
8734.699, 339.420592, 1.789743
30681.779, 339.688778, 1.612214
5272.175, 339.472907, 1.755578
112997.449, 339.405102, 1.796537
6944.491, 339.477877, 1.750096
14538.929, 339.522327, 1.719373
29792.612, 339.384615, 1.808610
7585.860, 339.457377, 1.762747
2940.814, 339.417504, 1.788859
15188.393, 339.448585, 1.766845
20384.422, 339.409020, 1.792212
2906.197, 339.564477, 1.691379
19122.389, 339.440098, 1.771135
3491.778, 339.548123, 1.699635
9335.882, 339.387318, 1.804349
3518.854, 339.390727, 1.802576
70670.899, 339.625726, 1.644438
11122.010, 339.428840, 1.775538
21421.735, 339.410608, 1.785651
9877.026, 339.508984, 1.720491
4661.793, 339.381021, 1.805223
12771.347, 339.514331, 1.715760
19773.748, 339.456085, 1.752557
13970.751, 339.390792, 1.794026
3491.760, 339.385993, 1.795904
7030.847, 339.454553, 1.749731
6372.669, 339.538869, 1.694118
9370.945, 339.670771, 1.606444
8746.957, 339.650228, 1.619812
2964.272, 339.522517, 1.704470
34652.979, 339.466750, 1.738899
23199.889, 339.439712, 1.757873
2897.912, 339.417764, 1.771593
11579.210, 339.382740, 1.793457
5244.727, 339.469370, 1.736306
12209.650, 339.424949, 1.763636
5771.912, 339.387186, 1.788902
186238.369, 339.695151, 1.582150
16339.666, 339.397379, 1.779864
9863.846, 339.586505, 1.652052
2936.772, 339.441909, 1.747165
4662.641, 339.369639, 1.794505
29203.029, 339.404108, 1.770470
47908.461, 339.514442, 1.696873
9909.611, 339.385011, 1.782155
5812.054, 339.391048, 1.775884
26064.701, 339.472261, 1.719869
6995.735, 339.415161, 1.758357
10434.757, 339.409070, 1.760147
4702.720, 339.366824, 1.787599
5874.478, 339.553227, 1.663351
67546.919, 339.438937, 1.735074
349242.781, 339.606073, 1.622231
27235.087, 339.372486, 1.780451
2938.791, 339.508118, 1.691868
8715.485, 339.445000, 1.732532
11694.330, 339.397758, 1.763687
25625.384, 339.472242, 1.712755
18088.546, 339.582106, 1.640713
20350.646, 339.360219, 1.784596
48697.196, 339.678020, 1.575117
8093.819, 339.460607, 1.719994
5841.801, 339.380883, 1.772171
6427.369, 339.483148, 1.703613
4086.990, 339.391361, 1.763896
21452.799, 339.444183, 1.727300
3573.807, 339.524620, 1.674472
4657.414, 339.490849, 1.696399
