# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
141471.237, 339.388819, 1.828036
122929.129, 339.446020, 1.786037
10721.170, 339.505476, 1.748669
6496.027, 339.385476, 1.825051
35528.491, 339.691556, 1.620315
4034.661, 339.397281, 1.814248
16923.085, 339.390936, 1.817060
9690.415, 339.402431, 1.808184
12874.895, 339.387977, 1.816395
12129.117, 339.448477, 1.774753
268671.837, 339.547758, 1.704900
4115.409, 339.504779, 1.736814
12985.116, 339.391974, 1.809934
202962.430, 339.404700, 1.796609
8046.334, 339.478928, 1.748154
8877.709, 339.378098, 1.814096
8056.090, 339.415893, 1.788044
10424.987, 339.379024, 1.811321
21800.398, 339.421505, 1.782169
5729.114, 339.386700, 1.806266
21875.223, 339.627550, 1.645601
22641.793, 339.455394, 1.756460
13725.454, 339.387017, 1.802534
5685.445, 339.398571, 1.792712
11284.367, 339.626607, 1.641787
4058.658, 339.447655, 1.759307
5607.508, 339.388317, 1.795153
21714.516, 339.381946, 1.797744
8811.255, 339.374898, 1.801973
33972.019, 339.403849, 1.779252
4790.483, 339.445544, 1.752285
20226.920, 339.406238, 1.776095
167231.900, 339.696711, 1.581811
5660.798, 339.475546, 1.728150
21018.755, 339.377397, 1.789131
19314.107, 339.365381, 1.796581
5673.303, 339.383285, 1.785223
8814.118, 339.398085, 1.773798
4783.107, 339.369307, 1.788678
94704.130, 339.454544, 1.729386
5672.023, 339.378019, 1.781550
14482.094, 339.365668, 1.788086
17748.745, 339.360352, 1.790714
522042.604, 339.606390, 1.621536
110214.977, 339.438163, 1.734489
12883.491, 339.468767, 1.715262
4110.606, 339.383567, 1.770746
9670.477, 339.378898, 1.774068
11289.943, 339.369374, 1.778905
8046.511, 339.597360, 1.627956
18662.595, 339.470938, 1.709676
4865.579, 339.491759, 1.692458
9730.899, 339.371771, 1.771318
6422.367, 339.374896, 1.768011
159654.213, 339.513125, 1.673109
17742.741, 339.404936, 1.743516
14497.959, 339.357365, 1.775710
17018.012, 339.357334, 1.772554
6521.211, 339.369308, 1.763307
8153.854, 339.380315, 1.751826
36072.875, 339.348797, 1.770368
6481.175, 339.497682, 1.672974
18427.412, 339.376103, 1.752460
15331.322, 339.413796, 1.726081
9719.987, 339.353578, 1.766473
64319.071, 339.416352, 1.718060
12933.853, 339.390548, 1.738124
7253.039, 339.348672, 1.764437
14559.218, 339.391727, 1.735193
16086.791, 339.401321, 1.727981
237889.883, 339.521023, 1.645071
6445.322, 339.363645, 1.750902
3971.807, 339.439385, 1.699217
25890.173, 339.361735, 1.746345
4913.012, 339.342319, 1.759556
43488.706, 339.364707, 1.740676
5637.679, 339.405105, 1.715809
8907.001, 339.369543, 1.737113
626453.226, 339.398509, 1.709601
71550.252, 339.413070, 1.703260
5590.402, 339.419957, 1.697263
4820.908, 339.380485, 1.720820
4075.527, 339.362223, 1.732251
98689.984, 339.681192, 1.520845
4934.192, 339.332920, 1.750837
25131.851, 339.338024, 1.744393
6461.988, 339.426563, 1.685186
8887.729, 339.354640, 1.732697
5671.106, 339.498335, 1.635678
4019.248, 339.357161, 1.728804
12136.191, 339.385066, 1.708020
11275.334, 339.522348, 1.615567
11299.062, 339.332588, 1.740282
4845.328, 339.392982, 1.699678
6401.360, 339.377031, 1.709999
6521.521, 339.400712, 1.691310
4800.265, 339.394067, 1.694627
13675.012, 339.418169, 1.677956
6422.460, 339.347249, 1.725328
13705.119, 339.351649, 1.719665
9747.380, 339.327266, 1.735848
5687.153, 339.539704, 1.594493
8054.238, 339.415954, 1.675735
37037.841, 339.340182, 1.724879
7257.673, 339.323919, 1.736783
10464.620, 339.376047, 1.700901
13707.326, 339.367648, 1.706054
162784.646, 339.643060, 1.521128
6430.104, 339.357811, 1.711670
22563.017, 339.345246, 1.719978
50675.028, 339.414446, 1.672130
35424.751, 339.331045, 1.726677
4885.038, 339.438515, 1.656851
18639.754, 339.363619, 1.703329
6639.744, 339.490407, 1.619500
12835.657, 339.340109, 1.717421
19335.557, 339.435754, 1.654251
4036.603, 339.351449, 1.710548
4884.984, 339.355630, 1.703578
6526.512, 339.421409, 1.658679
10576.829, 339.455459, 1.635310
45961.658, 339.322929, 1.720558
19371.112, 339.457469, 1.632685
4094.463, 339.327420, 1.719002
11300.029, 339.396860, 1.670939
8928.562, 339.388704, 1.676638
33060.127, 339.600446, 1.535540
12096.821, 339.357288, 1.696084
12978.179, 339.341899, 1.705807
5577.768, 339.596898, 1.536886
65948.915, 339.635139, 1.510022
33085.746, 339.615418, 1.523425
10430.428, 339.336860, 1.705381
240318.920, 339.409330, 1.652543
5651.875, 339.342065, 1.701867
9784.016, 339.321685, 1.714838
28482.051, 339.529243, 1.576545
7361.018, 339.328461, 1.709255
13732.756, 339.419161, 1.647160
232678.847, 339.637045, 1.500505
4896.372, 339.509421, 1.587400
46609.031, 339.312153, 1.714692
191697.757, 339.435391, 1.630901
19407.598, 339.368823, 1.678447
42776.839, 339.544574, 1.561083
6485.072, 339.327604, 1.702501
14589.970, 339.400231, 1.651849
5681.094, 339.411340, 1.644409
7262.093, 339.489106, 1.592129
9719.652, 339.363319, 1.674778
103924.796, 339.549192, 1.547258
17720.385, 339.308100, 1.708322
8050.776, 339.440733, 1.619644
22599.291, 339.353384, 1.677040
8885.101, 339.321598, 1.697286
12017.798, 339.331379, 1.689697
4886.138, 339.476204, 1.592173
4032.067, 339.400804, 1.641313
9755.252, 339.314287, 1.697848
8934.337, 339.475828, 1.589523
7260.923, 339.432400, 1.617548
280750.751, 339.637771, 1.478683
21829.072, 339.412669, 1.629559
12941.557, 339.357617, 1.666266
11261.431, 339.301698, 1.703234
16182.455, 339.314569, 1.694522
4867.153, 339.367556, 1.659209
4079.838, 339.335200, 1.680573
6501.684, 339.449439, 1.604427
7297.243, 339.463729, 1.593949
4010.516, 339.309845, 1.696248
4021.369, 339.415406, 1.625081
8106.128, 339.378055, 1.649652
31708.486, 339.594514, 1.506593
54321.243, 339.422132, 1.618591
4114.707, 339.405269, 1.629876
9636.303, 339.351236, 1.665105
424758.584, 339.532110, 1.539720
5613.680, 339.450823, 1.598347
5725.093, 339.347692, 1.665302
4866.278, 339.303826, 1.693966
5610.101, 339.320242, 1.682610
50241.220, 339.641536, 1.469622
8906.641, 339.305348, 1.688892
72481.582, 339.630268, 1.473356
29760.627, 339.324020, 1.675245
62358.354, 339.487954, 1.565967
8122.331, 339.357336, 1.653329
13034.676, 339.333670, 1.668497
13750.519, 339.518548, 1.545279
10566.098, 339.350906, 1.655160
8791.066, 339.427428, 1.603346
9693.676, 339.629819, 1.469207
6529.092, 339.416046, 1.607547
171194.330, 339.364504, 1.636678
20954.473, 339.387092, 1.623621
46532.350, 339.428871, 1.594136
6539.052, 339.348657, 1.647975
63296.798, 339.310769, 1.671333
52526.680, 339.409500, 1.601935
36183.478, 339.327437, 1.660046
10514.976, 339.303241, 1.676912
13593.699, 339.421332, 1.596406
19342.780, 339.336797, 1.652255
156960.004, 339.316713, 1.663492
4837.210, 339.520423, 1.531996
4088.590, 339.342651, 1.648504
12763.742, 339.288972, 1.681724
8815.383, 339.499587, 1.542182
7359.106, 339.390176, 1.614256
25502.868, 339.304460, 1.670347
12984.458, 339.492431, 1.545759
8167.550, 339.468922, 1.560435
4920.330, 339.337729, 1.646054
32278.922, 339.288978, 1.674682
8183.774, 339.399844, 1.600118
16915.996, 339.296708, 1.668155
10511.591, 339.329265, 1.645013
29116.588, 339.311045, 1.656245
38556.037, 339.305633, 1.658922
6493.904, 339.420947, 1.582474
10511.526, 339.284482, 1.672548
51310.518, 339.606524, 1.458502
8113.003, 339.400098, 1.594452
56278.976, 339.294063, 1.662107
16153.371, 339.301471, 1.658088
9695.872, 339.329425, 1.638070
15303.188, 339.319506, 1.643808
6440.906, 339.297835, 1.658549
4017.161, 339.287737, 1.664814
27416.053, 339.376815, 1.603560
5623.127, 339.305906, 1.650963
7292.001, 339.381417, 1.600494
477162.750, 339.279912, 1.661322
24323.723, 339.301180, 1.651923
20910.929, 339.340852, 1.624938
8162.658, 339.536033, 1.496814
8135.981, 339.627585, 1.436739
6515.140, 339.480094, 1.531926
4865.071, 339.469814, 1.537321
22564.100, 339.306730, 1.642418
19463.005, 339.289545, 1.652877
10445.126, 339.477016, 1.528705
4863.079, 339.386959, 1.588311
18544.949, 339.472627, 1.530454
16921.721, 339.323838, 1.628759
47560.505, 339.291795, 1.647696
5719.423, 339.314812, 1.633187
4964.238, 339.283114, 1.653536
27387.830, 339.375371, 1.590996
42646.203, 339.299155, 1.639456
13725.640, 339.306539, 1.635252
10538.355, 339.368826, 1.594040
7296.121, 339.408891, 1.566785
6559.934, 339.365966, 1.595208
43377.310, 339.377442, 1.584999
23253.289, 339.272169, 1.655323
569098.577, 339.449350, 1.532017
8070.968, 339.317989, 1.625334
11191.723, 339.321316, 1.622798
4851.218, 339.285644, 1.646263
6457.766, 339.326872, 1.618248
12990.363, 339.417431, 1.556899
31073.969, 339.364682, 1.591862
25645.691, 339.287820, 1.641988
9759.649, 339.472806, 1.519073
7224.227, 339.358580, 1.594503
11313.633, 339.335796, 1.608870
10490.872, 339.367537, 1.588014
4026.328, 339.291889, 1.637134
24948.883, 339.311817, 1.620645
8847.839, 339.283750, 1.641270
55444.903, 339.339190, 1.602049
15293.045, 339.289250, 1.635880
13755.789, 339.280164, 1.641832
10543.346, 339.267794, 1.650309
12864.952, 339.274032, 1.645393
23212.806, 339.343504, 1.598016
19972.149, 339.414003, 1.551347
13754.811, 339.390528, 1.566634
20123.295, 339.353374, 1.590924
8849.153, 339.283923, 1.635964
19291.342, 339.265505, 1.647648
89405.885, 339.551466, 1.456137
4887.475, 339.366889, 1.579607
12132.596, 339.281266, 1.636380
25781.377, 339.275557, 1.638616
19249.828, 339.303258, 1.618146
13876.481, 339.278225, 1.635242
9716.900, 339.404373, 1.551129
27417.235, 339.354166, 1.583092
4022.582, 339.281460, 1.632680
12855.498, 339.335982, 1.594641
16980.830, 339.283307, 1.629508
7247.341, 339.268324, 1.639699
4813.240, 339.406715, 1.547675
12024.961, 339.294090, 1.621169
99041.942, 339.271363, 1.634662
268876.765, 339.287132, 1.618015
6412.883, 339.394663, 1.552803
311516.297, 339.261786, 1.634466
98140.463, 339.281778, 1.621918
33761.457, 339.276658, 1.628024
8032.534, 339.325685, 1.596983
8104.945, 339.346452, 1.581570
6468.619, 339.308834, 1.606237
128304.499, 339.294859, 1.609854
20096.362, 339.276666, 1.625373
31336.453, 339.320600, 1.595170
4857.228, 339.311232, 1.602584
12858.994, 339.363763, 1.565774
10581.045, 339.353384, 1.572139
14674.594, 339.596852, 1.411820
12860.813, 339.342686, 1.577622
5716.859, 339.390741, 1.544477
31475.480, 339.299940, 1.603008
13776.019, 339.332072, 1.582046
6400.374, 339.308721, 1.596686
14505.314, 339.311455, 1.594076
21663.861, 339.275656, 1.617571
41696.021, 339.255371, 1.629925
4865.782, 339.410702, 1.527597
5755.240, 339.335084, 1.577764
4873.917, 339.317124, 1.589925
19333.663, 339.414629, 1.524328
6466.467, 339.341359, 1.572863
8893.179, 339.286595, 1.608517
21638.233, 339.302210, 1.596471
4023.957, 339.263292, 1.622399
4088.235, 339.492355, 1.470957
17671.207, 339.360056, 1.557001
4861.704, 339.280074, 1.610892
9594.568, 339.318105, 1.585155
4084.137, 339.282083, 1.609069
4042.831, 339.304784, 1.593482
15302.108, 339.434999, 1.505192
12909.031, 339.389994, 1.534286
7294.918, 339.281455, 1.606722
20167.313, 339.441479, 1.499837
13804.660, 339.297455, 1.594509
57074.049, 339.257669, 1.619143
32369.134, 339.462201, 1.485076
8121.541, 339.364998, 1.549993
5769.030, 339.449637, 1.493818
8053.177, 339.285620, 1.601621
45058.753, 339.252550, 1.621875
16079.038, 339.302874, 1.588851
31381.929, 339.311789, 1.581278
21696.536, 339.262468, 1.614082
13709.606, 339.320511, 1.573533
30516.243, 339.248140, 1.619441
19365.692, 339.270168, 1.605122
4062.281, 339.432490, 1.498287
5639.408, 339.280547, 1.596919
16897.287, 339.309446, 1.576669
7287.836, 339.273073, 1.600924
4872.811, 339.391638, 1.521449
111682.994, 339.299951, 1.579481
35443.294, 339.254391, 1.610492
62190.805, 339.432664, 1.491648
10407.426, 339.244327, 1.615969
7242.565, 339.356892, 1.541219
12877.220, 339.275925, 1.594551
4839.202, 339.283677, 1.589340
9685.202, 339.279268, 1.592191
7221.556, 339.266699, 1.598398
25767.321, 339.260436, 1.600624
15367.125, 339.247643, 1.610518
4775.698, 339.242670, 1.613772
34594.311, 339.251126, 1.606198
9685.015, 339.284328, 1.584329
8099.566, 339.354413, 1.537526
4057.004, 339.341080, 1.546246
5649.210, 339.312404, 1.565345
8880.330, 339.276619, 1.588220
30773.907, 339.329342, 1.552171
66389.207, 339.314261, 1.561583
11305.445, 339.264000, 1.596282
21717.478, 339.256875, 1.599714
47461.037, 339.253001, 1.601564
7192.179, 339.278705, 1.585296
4879.061, 339.320085, 1.557174
4005.128, 339.425396, 1.487108
15287.405, 339.391800, 1.508567
25803.618, 339.280432, 1.581810
6512.504, 339.247654, 1.604373
8848.637, 339.349689, 1.536345
42233.070, 339.335743, 1.544328
37531.160, 339.559218, 1.397068
11387.491, 339.283129, 1.578698
18430.489, 339.240935, 1.606771
22587.524, 339.386640, 1.509267
16082.829, 339.353855, 1.530693
8925.826, 339.248505, 1.601237
10432.492, 339.288410, 1.573559
8980.130, 339.251461, 1.597316
19389.046, 339.307706, 1.559330
55543.276, 339.282971, 1.573712
382602.450, 339.240682, 1.596026
6395.126, 339.274771, 1.580923
9754.704, 339.419168, 1.484876
18553.176, 339.268840, 1.583645
4851.716, 339.333610, 1.541064
24266.503, 339.252027, 1.593961
4857.063, 339.237170, 1.603530
5669.108, 339.308845, 1.554869
19370.421, 339.381871, 1.504746
34526.862, 339.269352, 1.578455
6505.836, 339.334131, 1.536348
5590.288, 339.247874, 1.593797
11403.307, 339.462997, 1.450877
29023.204, 339.249982, 1.590597
19355.546, 339.258513, 1.584043
12929.200, 339.298855, 1.557304
20885.390, 339.292222, 1.560543
4093.846, 339.264147, 1.580653
8884.200, 339.402937, 1.486654
206839.879, 339.388963, 1.490101
14447.205, 339.284489, 1.562920
18457.471, 339.263017, 1.576995
18553.269, 339.265574, 1.573920
21014.918, 339.242392, 1.589542
38776.307, 339.256333, 1.578077
13834.639, 339.251182, 1.581600
8170.222, 339.301746, 1.548063
4075.459, 339.296460, 1.551177
26471.101, 339.270409, 1.567254
10430.236, 339.417770, 1.470011
4972.985, 339.317175, 1.536986
12979.593, 339.335091, 1.523630
19302.672, 339.378153, 1.494014
6463.353, 339.345294, 1.516380
23276.151, 339.309030, 1.539999
31459.965, 339.247456, 1.580653
78938.773, 339.228444, 1.589953
4064.525, 339.274915, 1.562300
12044.944, 339.326651, 1.527231
5626.254, 339.281035, 1.557736
5643.481, 339.341947, 1.516989
8819.621, 339.276556, 1.559622
19377.775, 339.252610, 1.574654
4097.365, 339.293127, 1.547797
6483.879, 339.257473, 1.571357
12937.678, 339.378916, 1.489864
35273.805, 339.267823, 1.563116
9756.168, 339.234983, 1.585628
8125.965, 339.329263, 1.521995
6509.229, 339.344102, 1.511065
6429.873, 339.292700, 1.545428
29632.385, 339.240164, 1.580044
12954.248, 339.439843, 1.447493
35409.048, 339.229391, 1.583654
8822.162, 339.294294, 1.542389
6372.340, 339.235173, 1.581743
8030.468, 339.260429, 1.563958
8094.136, 339.286368, 1.545206
5635.861, 339.386363, 1.478734
3997.247, 339.329901, 1.515252
9689.993, 339.415142, 1.458356
19323.084, 339.347985, 1.502703
16211.819, 339.236017, 1.576110
16179.757, 339.272383, 1.550735
76371.771, 339.287214, 1.538881
97305.757, 339.412063, 1.455361
7260.208, 339.282578, 1.542784
6529.930, 339.252588, 1.562624
43395.387, 339.223892, 1.579382
20972.546, 339.299735, 1.528732
12838.753, 339.233309, 1.573394
6421.822, 339.255236, 1.558308
4062.247, 339.421911, 1.447676
22549.131, 339.314317, 1.517988
13016.071, 339.241260, 1.566365
8075.105, 339.415679, 1.450714
27390.617, 339.246576, 1.561589
4904.020, 339.378019, 1.475119
13731.370, 339.357796, 1.487800
16089.689, 339.258330, 1.553399
12834.364, 339.254824, 1.555464
4059.890, 339.396274, 1.461225
25852.785, 339.224922, 1.573679
12975.053, 339.228712, 1.571380
4885.011, 339.432106, 1.436200
24948.543, 339.296502, 1.523917
7309.473, 339.354081, 1.487023
5636.517, 339.276537, 1.538267
17752.984, 339.345512, 1.490874
17790.503, 339.250202, 1.554297
13838.962, 339.285369, 1.530839
10518.397, 339.261966, 1.546458
