# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
86226.075, 339.447089, 1.786475
12199.568, 339.438205, 1.794025
6442.606, 339.452239, 1.784230
8136.805, 339.513547, 1.740222
15037.769, 339.395317, 1.817445
5769.105, 339.498621, 1.747447
5012.843, 339.432458, 1.790579
3672.039, 339.552279, 1.709850
23705.643, 339.407571, 1.803973
17964.163, 339.401214, 1.808525
37698.587, 339.699246, 1.611815
35839.117, 339.634396, 1.653588
5790.688, 339.496487, 1.746022
22934.223, 339.432570, 1.786879
9328.582, 339.637367, 1.652288
3584.450, 339.390261, 1.815308
229743.398, 339.548312, 1.705407
5120.287, 339.391925, 1.812610
164899.915, 339.405356, 1.797085
6436.122, 339.396550, 1.806449
12266.442, 339.386936, 1.810394
5850.210, 339.441219, 1.774467
4306.604, 339.423063, 1.785439
8620.910, 339.430063, 1.778659
16549.005, 339.442166, 1.769767
81875.119, 339.626513, 1.644712
44379.450, 339.414225, 1.785310
5085.954, 339.575854, 1.679054
52281.948, 339.399853, 1.792933
4341.157, 339.390790, 1.799337
4374.982, 339.459933, 1.752803
7960.766, 339.411441, 1.782288
4259.480, 339.389425, 1.796391
11485.743, 339.475075, 1.738830
11476.847, 339.425561, 1.769813
5040.823, 339.403098, 1.783958
4292.437, 339.410190, 1.778190
7249.303, 339.505319, 1.713776
16578.672, 339.455570, 1.744997
74193.010, 339.378014, 1.793789
23755.174, 339.423180, 1.765809
16521.464, 339.561429, 1.674361
240147.872, 339.696059, 1.582441
3649.886, 339.545353, 1.684471
46509.355, 339.387860, 1.784956
83012.088, 339.380053, 1.789350
26623.673, 339.406826, 1.772702
5072.289, 339.519204, 1.698894
10687.280, 339.451842, 1.742993
15790.354, 339.424921, 1.759543
13775.760, 339.392875, 1.779220
4369.922, 339.437455, 1.747529
20066.860, 339.473429, 1.722012
33618.969, 339.379334, 1.783286
5073.578, 339.576242, 1.654648
5695.124, 339.394587, 1.773437
4997.805, 339.384131, 1.780397
30709.877, 339.405755, 1.763271
12186.026, 339.388300, 1.776494
13001.930, 339.375630, 1.783989
3671.012, 339.431248, 1.747049
7183.760, 339.476521, 1.715951
476040.947, 339.606749, 1.622293
3602.109, 339.537316, 1.675215
55008.775, 339.688062, 1.574346
101519.602, 339.438883, 1.734728
