# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
43758.710, 339.634141, 1.653397
8493.087, 339.461556, 1.767366
4887.872, 339.418768, 1.794796
9815.762, 339.483329, 1.752011
161518.298, 339.547926, 1.705392
8003.176, 339.502826, 1.736809
20171.996, 339.413618, 1.794263
7913.103, 339.424531, 1.787096
120469.955, 339.404874, 1.796347
15264.984, 339.382054, 1.813833
8501.260, 339.481129, 1.747667
5552.165, 339.421293, 1.786963
43207.416, 339.687493, 1.608242
3063.434, 339.427342, 1.780781
8537.621, 339.394125, 1.801871
6165.808, 339.398962, 1.797852
3033.932, 339.485908, 1.740502
80359.607, 339.626233, 1.644641
26931.512, 339.385749, 1.804896
4964.579, 339.516819, 1.718556
3727.244, 339.435090, 1.770978
12795.944, 339.430691, 1.772009
6701.860, 339.385896, 1.801251
15805.780, 339.380451, 1.803625
7978.231, 339.505663, 1.721653
3075.261, 339.442211, 1.763867
13991.306, 339.434910, 1.765461
10910.565, 339.467728, 1.742047
15871.638, 339.416783, 1.773984
4865.646, 339.412709, 1.776188
9052.685, 339.388196, 1.790037
4945.654, 339.433341, 1.759542
20819.994, 339.374058, 1.796581
187710.238, 339.695227, 1.582254
3082.632, 339.466737, 1.734846
4269.803, 339.512430, 1.702217
9179.578, 339.475721, 1.725217
7284.362, 339.382492, 1.786079
13947.472, 339.377619, 1.787260
17695.571, 339.483712, 1.715511
53492.801, 339.513071, 1.692758
20686.627, 339.402465, 1.766117
46828.893, 339.471672, 1.719293
14037.837, 339.371940, 1.785793
24401.555, 339.365307, 1.788806
8607.246, 339.368461, 1.787593
11588.134, 339.383106, 1.777317
13536.696, 339.374016, 1.781969
345938.456, 339.606201, 1.622157
74707.234, 339.438669, 1.734491
5486.460, 339.418067, 1.748506
28674.564, 339.403083, 1.756643
4218.005, 339.392430, 1.763399
6779.327, 339.508839, 1.685123
5478.361, 339.454365, 1.721763
4867.194, 339.394382, 1.760213
8004.557, 339.367635, 1.777285
45206.920, 339.676747, 1.570948
3099.829, 339.572644, 1.640703
6704.107, 339.371890, 1.772259
7329.653, 339.363428, 1.776898
108283.842, 339.513035, 1.674033
9713.944, 339.413937, 1.739631
3649.256, 339.404213, 1.746867
9233.477, 339.461985, 1.708229
32840.088, 339.368699, 1.768387
4745.092, 339.545108, 1.653351
5474.170, 339.363390, 1.772387
6155.221, 339.384815, 1.757527
7894.460, 339.570445, 1.632887
3070.887, 339.483406, 1.689600
10953.957, 339.406983, 1.739355
3701.727, 339.429169, 1.724239
5479.925, 339.392142, 1.746246
3655.408, 339.487902, 1.683365
13309.021, 339.405332, 1.735812
7934.750, 339.383945, 1.745719
3698.342, 339.536603, 1.645089
7367.339, 339.378803, 1.748102
91147.923, 339.417779, 1.719217
6691.946, 339.371713, 1.749871
56185.571, 339.579615, 1.611167
3671.150, 339.438938, 1.705570
4229.918, 339.348870, 1.764889
19466.850, 339.603905, 1.595810
5478.003, 339.389786, 1.736384
175810.757, 339.521152, 1.645722
6136.432, 339.496777, 1.665497
7372.839, 339.409210, 1.715846
9100.886, 339.413068, 1.712963
12204.650, 339.424627, 1.704178
6037.395, 339.394555, 1.723169
6716.102, 339.363958, 1.743688
16403.336, 339.348881, 1.752752
302141.301, 339.401518, 1.710513
98497.506, 339.413882, 1.703198
4951.737, 339.437495, 1.689765
6186.879, 339.384074, 1.722620
7929.092, 339.564812, 1.601579
13441.235, 339.445077, 1.680101
8550.625, 339.341370, 1.746918
100849.267, 339.679463, 1.520725
8536.927, 339.540605, 1.614593
4198.215, 339.452359, 1.672600
4883.121, 339.347987, 1.741403
83398.155, 339.391001, 1.709689
26339.609, 339.346279, 1.737656
4848.236, 339.438113, 1.678418
3652.907, 339.374359, 1.720247
19478.168, 339.350265, 1.733015
51075.606, 339.378297, 1.712773
5503.290, 339.340612, 1.739542
15874.488, 339.334830, 1.742270
11601.251, 339.402146, 1.695002
5602.988, 339.486922, 1.639257
16739.271, 339.671524, 1.516338
4246.737, 339.424672, 1.676271
4295.290, 339.582476, 1.571672
16452.445, 339.538947, 1.598906
9179.090, 339.437349, 1.666729
4803.753, 339.494232, 1.628541
84933.114, 339.415433, 1.674886
4333.659, 339.461169, 1.648757
6210.257, 339.389080, 1.696224
4350.491, 339.385966, 1.698132
4886.273, 339.351415, 1.721262
31251.789, 339.660788, 1.515150
18155.393, 339.343299, 1.724697
5506.630, 339.356509, 1.714346
110481.732, 339.642360, 1.521810
12178.630, 339.434284, 1.661244
4881.746, 339.367287, 1.703677
7881.856, 339.328372, 1.729526
9064.777, 339.406211, 1.677457
6676.557, 339.454834, 1.643481
7322.500, 339.372306, 1.698274
28718.280, 339.355868, 1.706310
11014.717, 339.343971, 1.714732
24975.091, 339.340687, 1.715871
3656.219, 339.380682, 1.690070
5505.714, 339.346213, 1.712512
4278.257, 339.431179, 1.654951
3700.789, 339.420658, 1.661518
6062.187, 339.332804, 1.718548
19972.299, 339.623270, 1.526807
15246.647, 339.326483, 1.720575
33437.284, 339.347285, 1.705497
3615.094, 339.377299, 1.686834
14087.495, 339.400032, 1.669832
76976.610, 339.599019, 1.536725
3672.269, 339.483644, 1.615054
12903.938, 339.402749, 1.665473
32758.597, 339.475228, 1.616042
3736.237, 339.441847, 1.639513
5471.469, 339.481820, 1.611995
9823.254, 339.452340, 1.631191
6674.447, 339.341026, 1.702822
21880.722, 339.371794, 1.681143
142859.322, 339.410003, 1.653132
3052.497, 339.438893, 1.636968
9096.634, 339.474901, 1.612414
44116.118, 339.377032, 1.675181
145196.626, 339.636403, 1.501328
6173.639, 339.445912, 1.630705
119061.774, 339.436003, 1.632038
45161.084, 339.382462, 1.668673
15318.625, 339.451029, 1.623341
9137.924, 339.430370, 1.634992
3108.024, 339.479740, 1.602887
3644.779, 339.317757, 1.708309
16167.822, 339.561695, 1.545927
7352.752, 339.356331, 1.680669
3111.854, 339.540059, 1.559738
7266.022, 339.367407, 1.672965
7926.953, 339.323968, 1.701241
79921.716, 339.549746, 1.548584
9096.544, 339.387385, 1.658105
24730.428, 339.526632, 1.565335
8464.078, 339.373475, 1.665493
20738.851, 339.342104, 1.684939
10907.492, 339.319442, 1.699828
3762.243, 339.454489, 1.609374
10944.252, 339.346127, 1.679719
5530.026, 339.356981, 1.670143
3147.443, 339.328827, 1.688181
3066.876, 339.388184, 1.648786
27981.035, 339.384459, 1.650048
7935.798, 339.310763, 1.699234
183427.956, 339.636667, 1.479452
3062.283, 339.500968, 1.573354
4275.437, 339.454694, 1.602629
4906.173, 339.337762, 1.678386
9818.508, 339.358804, 1.662163
15900.742, 339.344688, 1.672072
3671.897, 339.325366, 1.685085
7902.458, 339.307203, 1.696694
12757.042, 339.414852, 1.624952
3664.973, 339.337513, 1.675916
12091.483, 339.339028, 1.674129
268723.786, 339.532199, 1.540936
14025.940, 339.307375, 1.693164
155953.901, 339.629647, 1.474595
5538.027, 339.309548, 1.689948
3705.213, 339.385784, 1.638642
9188.940, 339.330528, 1.674434
50972.275, 339.335024, 1.668610
4933.282, 339.318846, 1.681088
20140.658, 339.311816, 1.684850
25052.861, 339.539785, 1.532602
3663.578, 339.401762, 1.624972
4909.634, 339.345146, 1.660215
8012.291, 339.303357, 1.687602
14610.719, 339.326127, 1.671088
5579.041, 339.539227, 1.529921
3663.545, 339.502002, 1.554640
5483.636, 339.322897, 1.672638
7981.994, 339.545059, 1.523255
4863.818, 339.453697, 1.583578
117874.981, 339.365683, 1.637674
6155.488, 339.465939, 1.572195
18780.167, 339.431110, 1.593503
38414.257, 339.302801, 1.678553
62186.329, 339.485619, 1.555254
6075.401, 339.338141, 1.655451
10441.030, 339.333286, 1.657909
116400.122, 339.317998, 1.664353
3946.526, 339.492802, 1.551243
32252.223, 339.325578, 1.659536
5480.384, 339.433672, 1.589300
4327.271, 339.400678, 1.610494
14022.871, 339.379310, 1.623052
10394.215, 339.396685, 1.611018
9195.141, 339.465917, 1.564524
11682.832, 339.312518, 1.664823
3090.558, 339.327691, 1.655320
16413.416, 339.294666, 1.674796
6138.366, 339.510289, 1.532679
8597.339, 339.316350, 1.659288
4847.087, 339.458840, 1.564680
4280.455, 339.364791, 1.626329
13297.348, 339.338992, 1.640845
35832.601, 339.319418, 1.652182
7950.695, 339.387621, 1.605352
9156.885, 339.312871, 1.654633
11672.535, 339.305386, 1.658986
7368.431, 339.484820, 1.540641
11558.541, 339.320353, 1.647936
3036.015, 339.475112, 1.545972
6085.377, 339.307511, 1.655879
10953.398, 339.335838, 1.635680
10919.316, 339.290228, 1.664962
4940.612, 339.337470, 1.633186
26170.337, 339.398962, 1.588933
3752.699, 339.560007, 1.484044
8539.686, 339.503513, 1.520993
3685.830, 339.380237, 1.602567
10952.005, 339.303169, 1.653203
40147.929, 339.482719, 1.531893
210072.912, 339.281530, 1.661523
49993.888, 339.624374, 1.437925
3644.962, 339.424256, 1.572290
4290.187, 339.300239, 1.653178
3110.095, 339.293160, 1.657869
3668.634, 339.319070, 1.640150
11031.988, 339.347963, 1.619259
9171.484, 339.335843, 1.626991
89739.462, 339.475614, 1.531332
3090.356, 339.367531, 1.604674
43696.339, 339.602837, 1.447176
8575.908, 339.390102, 1.588556
9765.614, 339.331446, 1.627177
18928.839, 339.350935, 1.613136
4305.139, 339.589203, 1.455842
9124.834, 339.590120, 1.454065
6673.688, 339.286954, 1.654337
3659.607, 339.373863, 1.597058
11625.921, 339.312227, 1.635589
12921.464, 339.295242, 1.646894
18900.889, 339.454025, 1.542021
7302.362, 339.323909, 1.627722
4203.745, 339.546083, 1.480688
6792.020, 339.430793, 1.556593
5550.226, 339.297545, 1.644474
31536.935, 339.580232, 1.455635
12746.139, 339.412573, 1.566963
24947.856, 339.341539, 1.612855
38752.464, 339.378211, 1.587103
13316.791, 339.284119, 1.650591
5500.151, 339.361879, 1.598786
25525.794, 339.313743, 1.627355
20167.415, 339.286321, 1.644696
324715.699, 339.450120, 1.533353
6723.023, 339.329448, 1.618044
4277.627, 339.380972, 1.582379
16537.648, 339.334706, 1.610827
3688.206, 339.373670, 1.585572
39389.566, 339.279456, 1.644939
3036.982, 339.300511, 1.632133
12196.330, 339.302080, 1.630005
3016.347, 339.423114, 1.550481
30955.533, 339.287330, 1.638524
15785.500, 339.404103, 1.561134
14004.843, 339.396164, 1.565968
9194.815, 339.353473, 1.594191
12104.037, 339.283323, 1.639926
37580.828, 339.455639, 1.525367
7868.666, 339.398935, 1.563452
3714.518, 339.411035, 1.555522
4863.241, 339.443744, 1.532970
3097.251, 339.437135, 1.537334
19472.113, 339.331551, 1.606261
10952.374, 339.327109, 1.609278
35980.003, 339.288300, 1.634005
9702.699, 339.370396, 1.579859
17641.170, 339.279926, 1.637953
28111.968, 339.311128, 1.617088
98460.765, 339.551355, 1.456025
3073.215, 339.293796, 1.628899
11694.892, 339.270849, 1.642523
24894.407, 339.615786, 1.413269
3683.291, 339.358681, 1.583997
11725.817, 339.286934, 1.630736
10374.150, 339.367311, 1.576169
3088.273, 339.278990, 1.634585
125871.184, 339.290226, 1.622177
7363.607, 339.317886, 1.606378
10384.312, 339.308847, 1.611952
21434.830, 339.280080, 1.631084
5500.313, 339.345491, 1.586959
3049.503, 339.340124, 1.590797
112985.687, 339.323230, 1.596046
4923.727, 339.321395, 1.602031
3666.961, 339.327139, 1.598002
7950.378, 339.273718, 1.632634
26573.961, 339.338404, 1.588329
133273.254, 339.263521, 1.634617
37729.351, 339.271467, 1.630694
11644.079, 339.355851, 1.575374
10257.337, 339.280039, 1.625855
37012.106, 339.314188, 1.600256
10373.608, 339.307026, 1.605238
17683.442, 339.386667, 1.551034
8652.095, 339.336423, 1.583908
4278.004, 339.331167, 1.587479
7308.261, 339.318451, 1.595342
4904.097, 339.273341, 1.625455
78105.370, 339.269862, 1.623267
3729.329, 339.287304, 1.615061
6735.099, 339.353278, 1.569643
5514.974, 339.333766, 1.582868
15860.653, 339.278568, 1.619156
9248.170, 339.326559, 1.586043
10983.132, 339.297993, 1.604228
18261.517, 339.264911, 1.625320
19397.939, 339.323190, 1.587177
4759.279, 339.320065, 1.590399
5522.531, 339.449319, 1.504662
3631.658, 339.382868, 1.547444
6207.954, 339.469832, 1.489221
3707.791, 339.401406, 1.534283
6661.395, 339.295530, 1.604069
8539.324, 339.351792, 1.565725
4337.096, 339.326580, 1.582039
29961.432, 339.314973, 1.588427
