# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
6976.127, 339.446223, 1.783191
8054.324, 339.393743, 1.817973
5803.184, 339.521710, 1.731995
16020.073, 339.449767, 1.778141
4621.746, 339.420178, 1.798779
6395.738, 339.500739, 1.745241
2952.069, 339.405010, 1.808480
18984.268, 339.387133, 1.820289
81029.917, 339.634230, 1.653486
53484.082, 339.601829, 1.675441
10983.866, 339.573097, 1.695933
34967.317, 339.484646, 1.750812
8668.374, 339.392720, 1.813145
4602.596, 339.540820, 1.714997
168948.969, 339.547888, 1.705330
72044.856, 339.384654, 1.815160
2931.889, 339.444559, 1.777327
7580.384, 339.434253, 1.782058
25343.751, 339.395554, 1.807025
27750.384, 339.688271, 1.613078
6386.385, 339.438759, 1.778778
153721.591, 339.405747, 1.795975
23701.902, 339.483480, 1.744130
8046.465, 339.437238, 1.776846
14949.806, 339.386718, 1.808835
8126.675, 339.445107, 1.770339
17328.487, 339.508816, 1.724935
82440.945, 339.625895, 1.644284
3523.173, 339.492088, 1.735236
7506.907, 339.391704, 1.800245
2818.990, 339.403460, 1.790495
2909.857, 339.387472, 1.800642
7589.965, 339.517665, 1.712214
4627.542, 339.497087, 1.726213
6374.525, 339.389284, 1.795556
5240.321, 339.386473, 1.797239
5764.953, 339.436384, 1.763991
5192.442, 339.399783, 1.787748
9225.883, 339.652482, 1.620562
9302.583, 339.511959, 1.712918
5209.560, 339.505084, 1.716929
2924.425, 339.444723, 1.757104
4724.303, 339.401612, 1.785194
7529.753, 339.485943, 1.727832
5166.566, 339.449404, 1.752426
4621.857, 339.415462, 1.772937
11516.960, 339.382995, 1.793534
3448.946, 339.433170, 1.760642
3464.601, 339.406133, 1.776981
176874.482, 339.695442, 1.581938
5127.266, 339.478102, 1.728029
9819.091, 339.391254, 1.783776
5254.674, 339.374742, 1.795138
4671.074, 339.403014, 1.776228
22009.070, 339.376231, 1.790725
66219.790, 339.370986, 1.791063
4065.352, 339.485167, 1.719878
6402.478, 339.393962, 1.780026
13932.650, 339.631946, 1.621928
3416.158, 339.538394, 1.684202
4026.880, 339.488295, 1.717396
3453.336, 339.426837, 1.757096
52512.968, 339.513688, 1.697443
7514.357, 339.383607, 1.785168
20158.948, 339.440943, 1.746565
11637.450, 339.402731, 1.771330
10370.343, 339.424241, 1.756515
13780.386, 339.386634, 1.780850
7572.105, 339.414637, 1.761031
8618.884, 339.365575, 1.793209
24734.997, 339.473338, 1.720362
9296.377, 339.387379, 1.776055
4561.708, 339.364687, 1.790624
5232.864, 339.558552, 1.660545
3433.010, 339.452115, 1.730293
339128.852, 339.606015, 1.622306
54753.056, 339.438999, 1.734859
20792.472, 339.385106, 1.770686
16728.549, 339.582018, 1.640062
18390.478, 339.365140, 1.782207
7586.333, 339.486263, 1.703531
46046.464, 339.677362, 1.575636
2944.818, 339.536139, 1.669936
3441.354, 339.465971, 1.716105
4667.190, 339.394865, 1.762867
4632.008, 339.391173, 1.765371
7556.375, 339.446295, 1.728777
4009.670, 339.372310, 1.774387
18461.774, 339.367511, 1.775541
5735.846, 339.510849, 1.681132
5190.240, 339.513692, 1.679158
5253.871, 339.395181, 1.755763
97284.123, 339.512921, 1.674190
3485.966, 339.476693, 1.701817
10342.877, 339.398557, 1.752434
2916.772, 339.429387, 1.732562
2871.054, 339.401661, 1.751051
53061.129, 339.368488, 1.769790
2818.584, 339.364079, 1.774150
3417.842, 339.544025, 1.654442
8694.129, 339.489323, 1.687524
4635.629, 339.583080, 1.625581
4570.270, 339.493604, 1.681518
5244.501, 339.484429, 1.687567
5210.369, 339.407231, 1.737857
2818.684, 339.384282, 1.752758
5229.072, 339.592077, 1.614878
10026.809, 339.600815, 1.607001
13315.083, 339.386561, 1.748088
10398.787, 339.359951, 1.764847
2932.349, 339.403486, 1.736609
2942.022, 339.389416, 1.744390
9216.532, 339.655977, 1.566460
2912.188, 339.385814, 1.744671
