# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
40955.362, 339.389163, 1.827897
74497.247, 339.446965, 1.786817
12468.526, 339.441495, 1.792626
2666.681, 339.428119, 1.801816
6454.030, 339.405456, 1.816224
2747.484, 339.552530, 1.716253
4334.004, 339.563437, 1.708229
162531.020, 339.450112, 1.779189
3821.238, 339.387452, 1.824080
32816.944, 339.383259, 1.824750
12333.330, 339.415763, 1.801935
8681.861, 339.475075, 1.761975
9221.472, 339.440458, 1.784410
39422.228, 339.389956, 1.815192
62874.265, 339.634403, 1.653696
15623.686, 339.408263, 1.803524
43241.094, 339.483568, 1.750988
6491.509, 339.437651, 1.783370
21192.185, 339.460302, 1.766259
142348.328, 339.547919, 1.705567
8131.689, 339.509673, 1.734024
3898.701, 339.410748, 1.798858
17911.478, 339.431678, 1.783269
10866.158, 339.385931, 1.814000
9194.955, 339.495125, 1.741440
3245.625, 339.412732, 1.796154
2739.614, 339.447373, 1.772137
100085.438, 339.404984, 1.796751
4835.889, 339.455281, 1.765043
6989.934, 339.470247, 1.754751
35587.230, 339.396199, 1.800992
6999.633, 339.458262, 1.760426
2732.718, 339.435905, 1.776327
9764.777, 339.561558, 1.691349
9653.567, 339.413673, 1.789605
82917.890, 339.625742, 1.644645
6540.674, 339.585838, 1.672882
48483.217, 339.386580, 1.801380
10809.751, 339.410665, 1.787874
10862.156, 339.432024, 1.770885
4900.693, 339.379360, 1.806293
8561.342, 339.478074, 1.740197
8652.077, 339.554870, 1.688317
10833.291, 339.465538, 1.747424
5395.501, 339.550241, 1.691629
7024.446, 339.457024, 1.752966
2691.146, 339.468084, 1.745094
8055.419, 339.370233, 1.809167
22005.712, 339.411369, 1.780245
13538.573, 339.403865, 1.785681
16734.309, 339.378928, 1.802176
13553.803, 339.425703, 1.770329
19453.815, 339.487991, 1.727923
12422.215, 339.440140, 1.759632
16321.833, 339.386305, 1.794931
5388.058, 339.460422, 1.745710
6608.846, 339.404349, 1.781907
2786.820, 339.377373, 1.799298
44880.562, 339.373341, 1.799990
3271.322, 339.509930, 1.710186
12404.174, 339.421752, 1.766728
8631.580, 339.415138, 1.770714
178113.402, 339.694910, 1.582435
39709.579, 339.512868, 1.704259
20583.714, 339.479639, 1.724539
15538.749, 339.369510, 1.798161
17917.699, 339.384679, 1.787370
5391.642, 339.388063, 1.785151
2707.969, 339.376944, 1.791994
11959.471, 339.501430, 1.708544
3261.479, 339.686298, 1.586506
3799.664, 339.630262, 1.623793
4347.513, 339.613942, 1.634633
3306.940, 339.611092, 1.636705
4879.195, 339.470553, 1.727459
32407.412, 339.403025, 1.770022
7125.714, 339.363773, 1.796642
14179.412, 339.528873, 1.686616
4900.653, 339.497713, 1.705914
5953.357, 339.376705, 1.786317
20575.576, 339.472580, 1.720697
8010.567, 339.385434, 1.779202
3264.889, 339.493975, 1.706832
11892.935, 339.417547, 1.756679
36546.303, 339.366626, 1.788208
5976.879, 339.603363, 1.633546
4361.708, 339.518974, 1.689394
20404.567, 339.418130, 1.754069
14053.343, 339.600096, 1.634389
15087.328, 339.480778, 1.712882
45756.736, 339.676142, 1.582561
4309.727, 339.363933, 1.790455
7615.061, 339.571386, 1.652364
8195.976, 339.446437, 1.735042
2749.509, 339.370262, 1.785641
2671.595, 339.495577, 1.702394
5974.991, 339.398001, 1.766364
8101.990, 339.443426, 1.735401
4308.936, 339.506698, 1.693390
3801.486, 339.464490, 1.721463
332898.138, 339.606018, 1.622391
3342.648, 339.448764, 1.731458
26962.847, 339.582667, 1.640125
63261.291, 339.439022, 1.734849
10246.245, 339.402239, 1.759100
7587.805, 339.384996, 1.771100
4408.892, 339.381092, 1.773518
9219.380, 339.500144, 1.694231
14053.261, 339.457218, 1.722190
5321.377, 339.363240, 1.783527
