# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
184203.896, 339.548088, 1.704758
10135.779, 339.430738, 1.784284
121454.093, 339.404973, 1.796862
3413.183, 339.637234, 1.646574
8052.926, 339.511519, 1.729232
5404.024, 339.401205, 1.801117
14260.185, 339.507168, 1.729891
7455.796, 339.501106, 1.733534
6048.622, 339.395101, 1.803242
10777.785, 339.479271, 1.746594
29405.497, 339.398285, 1.799054
86456.471, 339.626055, 1.645075
6790.869, 339.389104, 1.802430
30492.413, 339.691539, 1.601392
18123.473, 339.396166, 1.794947
6756.794, 339.401892, 1.791097
7414.840, 339.462270, 1.749724
6048.331, 339.387194, 1.798462
4068.278, 339.384549, 1.797956
19455.947, 339.447178, 1.754418
6067.115, 339.429006, 1.767131
5424.481, 339.419301, 1.772948
8719.345, 339.497309, 1.720773
79683.611, 339.481168, 1.728029
4697.616, 339.399857, 1.783665
40285.708, 339.392809, 1.785220
242831.098, 339.695688, 1.581947
3378.850, 339.484716, 1.724734
27758.165, 339.395608, 1.780718
8821.983, 339.386770, 1.787275
8695.823, 339.547855, 1.680022
4709.608, 339.413887, 1.767786
8085.165, 339.402079, 1.774496
3360.755, 339.425214, 1.759250
3402.856, 339.630178, 1.623635
10723.997, 339.421513, 1.759284
12137.259, 339.537818, 1.682639
10811.171, 339.418212, 1.760799
5329.638, 339.470231, 1.726026
10802.964, 339.526310, 1.688270
3356.024, 339.443020, 1.743815
3473.175, 339.426276, 1.754352
4674.544, 339.470896, 1.723144
4004.850, 339.397104, 1.771785
10094.719, 339.379568, 1.782809
12708.626, 339.445398, 1.738371
38207.509, 339.472924, 1.719439
4106.400, 339.374942, 1.785230
4690.241, 339.377534, 1.781189
9423.175, 339.436979, 1.740938
4037.754, 339.580928, 1.645926
24116.877, 339.405443, 1.760763
54260.182, 339.517067, 1.685698
9432.467, 339.370108, 1.783634
428530.328, 339.606315, 1.621887
88984.852, 339.439104, 1.733976
10797.690, 339.471133, 1.714379
8178.340, 339.487688, 1.703551
3981.655, 339.376174, 1.776003
13496.287, 339.385334, 1.767080
6800.174, 339.537332, 1.666006
6135.913, 339.426501, 1.739192
18826.122, 339.398148, 1.757019
7999.912, 339.369982, 1.774846
24265.653, 339.438678, 1.728032
78620.601, 339.369749, 1.770132
4087.840, 339.497702, 1.689500
8655.922, 339.519857, 1.673840
4019.343, 339.544719, 1.657203
3349.178, 339.712505, 1.546295
117648.657, 339.513025, 1.674009
3989.666, 339.490418, 1.691971
53550.541, 339.680720, 1.564046
51641.844, 339.363482, 1.771691
