# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
47287.337, 339.446695, 1.786142
7070.612, 339.424463, 1.799235
5000.825, 339.391224, 1.821583
12595.973, 339.449850, 1.781409
2767.905, 339.625036, 1.666142
6040.734, 339.477419, 1.763565
3841.228, 339.435425, 1.790466
5547.200, 339.387108, 1.822102
65527.098, 339.634512, 1.654047
4482.400, 339.524060, 1.728769
4404.563, 339.398450, 1.811540
9340.454, 339.385780, 1.819231
3877.944, 339.380586, 1.823150
5447.868, 339.377627, 1.824716
3311.138, 339.520963, 1.729458
4370.565, 339.437759, 1.782871
3802.636, 339.391305, 1.813084
6579.927, 339.488872, 1.748536
149473.746, 339.547831, 1.705428
3782.460, 339.575913, 1.690180
4458.361, 339.482457, 1.751744
15817.334, 339.527221, 1.719578
3219.255, 339.396230, 1.807212
8257.370, 339.388905, 1.811640
4365.094, 339.508614, 1.732612
29964.357, 339.382114, 1.814418
5454.847, 339.437938, 1.777947
107619.006, 339.404977, 1.796730
10906.877, 339.377204, 1.816693
4387.883, 339.385592, 1.810053
7596.233, 339.517231, 1.721631
3804.645, 339.389722, 1.806231
10366.613, 339.504626, 1.728958
5489.385, 339.386191, 1.806555
13758.496, 339.453912, 1.760153
67369.570, 339.625179, 1.644502
2774.597, 339.372056, 1.814278
7701.653, 339.401449, 1.793050
7089.476, 339.486317, 1.736298
7005.621, 339.425619, 1.775585
2749.822, 339.380287, 1.806364
36379.864, 339.466840, 1.743917
5000.980, 339.416537, 1.779799
5430.584, 339.419460, 1.776484
11469.546, 339.495754, 1.723802
14164.540, 339.368806, 1.808890
4937.343, 339.380287, 1.800772
4409.144, 339.375798, 1.803679
12513.415, 339.651188, 1.620312
10425.602, 339.457647, 1.747818
4456.898, 339.452032, 1.752498
8183.273, 339.426034, 1.768894
27699.169, 339.407971, 1.779143
4385.361, 339.622104, 1.636800
16956.353, 339.387539, 1.790264
17452.679, 339.383423, 1.793412
2779.286, 339.472792, 1.735049
5399.291, 339.575074, 1.665840
7598.908, 339.375162, 1.797631
3818.957, 339.556122, 1.678034
25524.069, 339.412339, 1.771644
179062.183, 339.695125, 1.582291
86528.339, 339.365619, 1.798446
2754.252, 339.503846, 1.710868
11479.566, 339.546957, 1.680833
8753.051, 339.475465, 1.728570
30236.895, 339.399049, 1.777736
56465.430, 339.509496, 1.703086
3894.615, 339.388496, 1.785245
11581.752, 339.613363, 1.636072
4937.944, 339.622836, 1.628260
6580.268, 339.395024, 1.777672
25051.568, 339.379710, 1.787317
25642.627, 339.422717, 1.757982
4334.201, 339.412192, 1.765214
45067.978, 339.474333, 1.721071
16983.890, 339.381327, 1.782356
2702.879, 339.515372, 1.694079
3305.336, 339.377785, 1.784486
12523.817, 339.431084, 1.747498
11493.341, 339.370589, 1.788262
