# Source Fluxes and Coordinates
# Flux (e-/s), RA (deg), Dec (deg)
160046.610, 339.547814, 1.704556
24416.066, 339.652190, 1.637423
107525.941, 339.404878, 1.796132
3995.465, 339.642468, 1.642058
4795.705, 339.396355, 1.802463
15704.408, 339.505658, 1.729620
108717.818, 339.626645, 1.643936
40204.905, 339.690771, 1.600954
7497.360, 339.607675, 1.654899
6086.546, 339.569844, 1.679505
14173.743, 339.697489, 1.592655
6064.523, 339.654630, 1.620787
7457.348, 339.703313, 1.588064
7498.656, 339.531454, 1.698979
4055.823, 339.576711, 1.667277
9434.500, 339.607372, 1.644794
270449.724, 339.696137, 1.582059
10164.552, 339.578476, 1.662716
3408.695, 339.535391, 1.691643
3412.995, 339.499680, 1.713763
9534.294, 339.623412, 1.630443
8766.509, 339.519381, 1.698056
3359.951, 339.571248, 1.664940
3456.220, 339.468858, 1.730776
12180.121, 339.610956, 1.636790
6780.387, 339.520857, 1.695205
8811.195, 339.630539, 1.622118
6163.444, 339.463539, 1.730290
3371.420, 339.451510, 1.736874
9404.574, 339.624226, 1.622709
6111.960, 339.477371, 1.717802
8152.574, 339.641972, 1.607515
5397.748, 339.473776, 1.718680
8827.176, 339.405959, 1.762904
23459.627, 339.683046, 1.579440
29767.905, 339.620494, 1.618946
4843.606, 339.672991, 1.585418
429138.754, 339.606810, 1.621969
57637.998, 339.515633, 1.685448
39937.352, 339.585596, 1.639941
72276.664, 339.438804, 1.734284
7604.299, 339.385286, 1.770152
3349.730, 339.601317, 1.628227
3364.212, 339.667323, 1.583201
4841.913, 339.650704, 1.592937
4066.524, 339.397138, 1.758474
5438.590, 339.586806, 1.633534
18949.856, 339.591494, 1.629607
14898.412, 339.510836, 1.680275
134776.354, 339.513881, 1.673761
35896.510, 339.369189, 1.768950
6113.854, 339.705960, 1.547685
50269.213, 339.679786, 1.563779
11422.467, 339.521978, 1.668772
7505.180, 339.446206, 1.718354
8160.361, 339.669584, 1.571082
4067.604, 339.484209, 1.692142
6732.676, 339.602696, 1.613039
13516.523, 339.502535, 1.676900
6084.148, 339.607678, 1.606484
8768.811, 339.564082, 1.635256
4820.267, 339.452096, 1.708845
6754.456, 339.562130, 1.630892
5447.568, 339.502626, 1.669914
10865.182, 339.447831, 1.705351
19576.551, 339.647734, 1.572663
6752.972, 339.483495, 1.681419
32380.362, 339.504285, 1.666069
50563.619, 339.574242, 1.618413
6096.951, 339.463602, 1.692222
7406.684, 339.629423, 1.582495
75358.517, 339.604370, 1.594942
64174.003, 339.417920, 1.718836
11411.079, 339.586166, 1.609354
51878.737, 339.579727, 1.611723
10830.269, 339.688225, 1.540769
192331.997, 339.521428, 1.645878
5461.852, 339.598296, 1.598702
5374.716, 339.406016, 1.724862
21562.975, 339.579147, 1.607800
5427.519, 339.570537, 1.615108
13554.838, 339.498753, 1.661765
8105.832, 339.559252, 1.621283
3378.483, 339.493301, 1.665326
10830.966, 339.534187, 1.636555
8114.975, 339.585633, 1.601335
8785.496, 339.561997, 1.616172
8701.089, 339.537055, 1.632659
4058.448, 339.458736, 1.684251
7442.582, 339.634614, 1.567798
11453.636, 339.587948, 1.598251
6132.071, 339.551746, 1.621937
49664.431, 339.522295, 1.639449
9453.900, 339.494118, 1.658939
24272.955, 339.399239, 1.720657
16168.979, 339.575916, 1.603950
4781.757, 339.562682, 1.612417
10102.647, 339.592922, 1.591468
10121.807, 339.655844, 1.549647
7440.916, 339.653018, 1.551927
4736.249, 339.678330, 1.534173
7432.911, 339.576937, 1.600035
3417.719, 339.673834, 1.536344
7399.220, 339.564572, 1.607884
354065.560, 339.401655, 1.710300
10166.592, 339.602735, 1.582436
8099.461, 339.471780, 1.668387
11522.460, 339.537241, 1.624552
66033.675, 339.413483, 1.703464
10776.240, 339.695344, 1.516952
3379.307, 339.606087, 1.574922
16879.029, 339.564764, 1.600796
154047.068, 339.679866, 1.519947
27684.740, 339.620238, 1.561890
23702.507, 339.555604, 1.604316
6808.403, 339.520273, 1.628510
4060.393, 339.510972, 1.634973
4808.951, 339.479400, 1.655314
8792.930, 339.565434, 1.597314
72887.411, 339.390852, 1.709728
11439.575, 339.444370, 1.676214
36313.272, 339.524179, 1.620525
4109.954, 339.514049, 1.630208
4038.628, 339.570268, 1.591025
14179.355, 339.420521, 1.688103
4065.328, 339.634572, 1.547770
4782.580, 339.627066, 1.552481
4750.573, 339.615723, 1.559454
7404.655, 339.483655, 1.645790
6091.057, 339.565976, 1.591324
6082.413, 339.538263, 1.609523
12216.481, 339.421367, 1.684068
4134.313, 339.527402, 1.614846
15535.505, 339.644054, 1.537039
4108.723, 339.449754, 1.665194
9444.436, 339.623399, 1.550139
6813.763, 339.394022, 1.701494
3371.254, 339.429402, 1.677458
10062.765, 339.556868, 1.592098
33541.263, 339.529885, 1.608996
4741.318, 339.600968, 1.561835
8056.549, 339.588982, 1.569350
20914.087, 339.423986, 1.677012
73463.063, 339.539712, 1.598091
5506.728, 339.599338, 1.559203
7373.795, 339.547931, 1.592305
84911.087, 339.661033, 1.513686
6747.957, 339.515648, 1.612691
8121.046, 339.512751, 1.614351
76052.874, 339.415746, 1.675050
10835.048, 339.635107, 1.532238
6123.362, 339.549440, 1.588841
6013.490, 339.494747, 1.624545
10188.487, 339.605775, 1.550098
167830.314, 339.642728, 1.521919
5398.350, 339.600737, 1.553907
25805.694, 339.561038, 1.577005
46517.249, 339.496848, 1.618706
7570.735, 339.559141, 1.578960
16809.437, 339.554196, 1.580862
9415.055, 339.551313, 1.583691
3379.332, 339.506724, 1.612725
5455.111, 339.426327, 1.664757
